t_req	t_hold	t_exp	source	dest	lp_size	slot_indx
4.851030	20.122253	24.973283	5	11	10	286
4.888462	2.882894	7.771356	9	10	4	200
5.024244	6.597787	11.622031	4	8	2	94
5.070938	42.377383	47.448321	2	10	10	299
5.162701	7.328971	12.491672	10	4	7	55
5.261604	9.490581	14.752185	5	7	10	266
5.287153	1.285480	6.572633	6	5	8	386
5.723754	17.506605	23.230359	3	5	8	9
5.910284	9.239705	15.149989	8	6	4	356
6.260921	7.876073	14.136995	7	10	1	289
6.542440	4.197119	10.739559	9	6	9	145
6.656322	3.625792	10.282114	1	10	9	329
6.975002	5.396062	12.371063	11	7	4	61
6.986583	11.435075	18.421658	3	11	9	170
7.013850	20.831030	27.844880	0	4	10	189
7.019636	7.142122	14.161757	8	11	10	291
7.068827	11.065853	18.134680	2	11	6	91
7.130343	8.817361	15.947704	6	1	4	4
7.169913	9.805720	16.975633	8	9	9	347
7.390483	11.229738	18.620221	6	3	10	80
7.445636	18.473299	25.918936	9	10	6	373
7.486862	0.868605	8.355467	0	11	1	338
7.584663	14.425805	22.010468	0	10	1	368
7.603650	2.792727	10.396377	5	11	10	387
7.806210	2.159482	9.965692	11	3	7	198
7.815895	8.497003	16.312898	3	4	7	363
8.357663	1.006080	9.363743	5	8	7	173
8.542599	21.656692	30.199290	6	8	5	116
8.570291	9.868446	18.438737	5	8	10	350
8.570983	12.852420	21.423403	11	6	6	245
8.782220	0.162607	8.944827	4	6	4	27
8.935607	9.024664	17.960272	1	7	7	285
9.098815	8.137007	17.235823	2	6	1	116
9.283217	1.731156	11.014373	10	8	1	391
9.292833	1.661378	10.954212	8	6	8	172
9.348320	11.891812	21.240132	5	7	1	327
9.363714	3.838500	13.202214	11	6	3	11
9.612280	11.775591	21.387870	7	0	9	114
9.734317	8.082960	17.817277	1	9	1	92
9.784545	4.925774	14.710319	0	8	9	263
9.792753	25.920353	35.713106	4	10	3	215
9.839314	18.430738	28.270052	9	0	8	217
9.888479	4.422290	14.310769	7	4	6	282
10.051963	0.445701	10.497664	9	10	1	203
10.178824	3.635098	13.813922	7	10	1	325
10.451606	5.078063	15.529669	2	7	10	7
10.531489	12.206404	22.737893	7	8	1	370
10.547411	53.727138	64.274549	3	10	9	384
10.703551	4.399244	15.102795	10	0	9	209
10.882350	14.377890	25.260240	8	2	4	29
10.985336	8.993769	19.979105	5	1	9	151
11.169573	11.766878	22.936450	1	5	7	339
11.254674	1.638462	12.893137	5	0	1	326
11.347134	5.089545	16.436680	8	3	1	381
11.416861	2.755637	14.172498	9	0	5	231
11.420080	4.207656	15.627735	4	7	1	225
11.434350	7.197543	18.631894	0	5	1	220
11.438342	10.984859	22.423202	5	11	9	20
11.564808	1.119471	12.684280	9	5	5	197
11.611983	1.402913	13.014896	7	11	10	99
11.700788	3.885794	15.586582	4	8	8	168
11.998446	10.834213	22.832659	3	8	9	154
12.034288	18.740953	30.775241	8	5	7	303
12.100323	8.057726	20.158049	9	1	4	239
12.276417	19.272527	31.548944	3	8	3	327
12.308893	4.858693	17.167586	2	10	10	317
12.318906	3.809499	16.128405	7	11	10	347
12.361673	4.373656	16.735329	0	7	10	2
12.383649	1.876338	14.259988	5	7	9	332
12.715518	17.667506	30.383024	1	8	9	371
12.921879	4.135036	17.056915	7	3	1	123
13.047316	8.037884	21.085200	9	8	6	86
13.303756	8.640576	21.944332	0	11	5	142
13.507252	7.371682	20.878933	5	3	2	238
13.533064	0.026917	13.559981	4	9	5	286
13.811915	44.520560	58.332475	5	3	9	183
13.908803	23.574804	37.483607	5	8	6	204
14.114721	2.327342	16.442064	9	10	5	362
14.397752	3.460027	17.857779	3	9	8	266
14.445593	7.339903	21.785496	5	10	4	73
14.460167	23.218838	37.679006	1	0	5	133
14.492503	41.123589	55.616092	6	10	2	132
14.562135	2.977891	17.540026	9	4	9	310
14.775114	8.309369	23.084483	0	8	2	266
15.021532	16.449028	31.470560	4	1	3	186
15.022404	5.014861	20.037265	5	10	10	114
15.111764	13.133154	28.244918	4	1	2	41
15.179298	1.756268	16.935566	11	7	1	385
15.210694	9.180387	24.391080	2	1	6	44
15.226654	20.089045	35.315699	0	3	4	375
15.278142	41.057054	56.335196	8	0	3	116
15.636032	0.826925	16.462957	8	11	9	216
15.684830	5.592236	21.277066	6	4	1	155
15.776262	2.288383	18.064645	1	7	1	313
15.928023	5.989949	21.917972	0	2	6	108
15.984520	7.935502	23.920021	4	1	8	243
16.430494	0.979731	17.410226	1	5	10	299
16.840746	3.522004	20.362749	2	1	1	135
16.877003	26.253313	43.130317	10	8	4	85
16.962961	8.416558	25.379519	3	2	4	247
17.007702	6.114050	23.121752	1	9	3	197
17.049608	14.004987	31.054596	3	1	7	133
17.054306	13.542615	30.596922	6	10	6	138
17.171868	0.497987	17.669854	1	8	2	237
17.259183	12.333927	29.593110	4	8	10	309
17.265789	18.278635	35.544425	7	2	4	140
17.306617	1.814474	19.121091	10	0	10	160
17.605225	15.186741	32.791966	1	5	6	115
17.639458	3.376242	21.015699	1	11	3	83
17.659024	3.659604	21.318628	8	1	8	193
17.743058	10.944055	28.687113	0	3	1	85
18.273563	1.180993	19.454555	7	4	8	29
18.308206	10.932441	29.240646	7	6	5	203
18.447600	21.879786	40.327386	7	3	8	43
18.626836	11.917520	30.544356	7	9	4	309
18.660753	5.804042	24.464794	8	6	5	76
18.823596	5.766350	24.589946	10	6	5	337
18.880912	14.485788	33.366699	10	3	1	81
19.005975	8.338862	27.344837	11	6	6	354
19.131454	0.887265	20.018719	2	5	1	136
19.227378	8.738806	27.966184	8	7	6	266
19.239206	16.865550	36.104756	2	3	6	31
19.464662	4.110804	23.575466	1	10	3	25
19.513013	26.252255	45.765269	5	0	1	72
19.538817	13.891665	33.430482	4	9	4	72
19.544021	8.534658	28.078678	1	5	9	270
19.655743	13.928920	33.584663	0	11	3	331
19.797225	0.824570	20.621795	5	6	4	373
19.799315	19.617586	39.416901	6	2	5	199
19.889019	17.231897	37.120916	11	1	1	50
19.921122	24.065206	43.986328	9	7	4	352
20.050638	1.376900	21.427537	2	7	9	314
20.074588	0.853184	20.927772	0	8	6	257
20.221365	1.489822	21.711187	1	3	3	107
20.282485	5.097907	25.380392	6	7	5	41
20.627528	5.521805	26.149333	6	9	9	49
20.646021	8.260351	28.906372	1	5	3	300
20.698162	1.303861	22.002023	2	5	10	249
20.713218	2.248945	22.962162	8	3	6	359
21.036492	16.694233	37.730725	3	2	2	18
21.298783	6.310884	27.609668	10	6	2	161
21.336074	16.499381	37.835456	5	1	6	47
21.470920	0.074541	21.545461	11	8	6	6
21.683355	8.020534	29.703889	9	10	1	391
21.784622	26.872502	48.657124	4	7	8	262
21.878907	8.726937	30.605844	10	5	9	128
21.913516	2.307924	24.221440	9	11	8	95
21.925732	12.649889	34.575621	3	10	7	102
22.210122	4.764014	26.974137	6	8	6	275
22.498469	11.037774	33.536244	4	2	8	121
22.623803	0.297581	22.921384	1	8	1	180
22.675559	10.103277	32.778836	8	2	1	329
22.729255	0.327277	23.056532	8	4	2	341
22.891063	13.656319	36.547382	1	0	1	65
23.175325	6.403897	29.579222	3	4	1	372
23.447967	1.298289	24.746256	7	9	8	214
23.637162	7.822755	31.459917	11	2	1	189
23.765576	0.691084	24.456659	4	3	3	297
23.776562	10.594826	34.371388	2	0	10	321
23.798599	55.432791	79.231390	6	10	8	17
24.084628	14.670591	38.755219	8	1	9	138
24.201190	8.527858	32.729048	10	8	5	107
24.202345	1.082929	25.285273	4	1	5	9
24.215719	12.034199	36.249918	9	11	7	308
24.351864	10.822505	35.174369	8	2	7	380
24.352499	0.503434	24.855932	9	7	2	10
24.374413	15.716572	40.090985	1	8	9	149
24.473875	7.312990	31.786865	4	6	2	178
24.621040	5.548954	30.169994	2	10	2	309
24.752970	15.520523	40.273493	10	5	6	73
24.784714	5.302960	30.087674	6	0	7	309
24.940391	6.559020	31.499411	9	5	10	40
24.974244	2.004393	26.978637	4	0	3	154
25.023448	3.876039	28.899487	6	4	10	60
25.194993	18.677748	43.872741	9	0	1	35
25.326090	2.069058	27.395148	8	7	8	101
25.562584	5.400675	30.963259	5	0	10	350
25.696561	45.130020	70.826581	3	1	5	23
25.801566	2.699729	28.501295	10	3	4	309
25.813861	24.868966	50.682827	5	8	2	120
25.871163	25.058950	50.930113	5	7	10	385
25.909683	0.957362	26.867046	5	4	4	114
25.944646	6.229734	32.174380	11	5	2	92
26.396184	6.975897	33.372081	7	3	5	0
26.458608	3.763952	30.222560	3	4	6	203
26.736865	0.484967	27.221832	6	2	9	388
26.861531	2.766573	29.628104	7	0	6	349
27.059510	1.004057	28.063567	10	7	4	23
27.146814	2.721367	29.868181	8	1	2	86
27.254333	16.491724	43.746058	8	5	3	79
27.339120	22.535882	49.875002	2	1	9	285
27.366272	0.441848	27.808120	10	8	7	141
27.526492	3.594600	31.121092	11	2	3	208
27.567689	39.415650	66.983340	4	5	8	251
27.570766	7.754529	35.325295	7	3	1	300
27.700388	9.843270	37.543658	9	0	8	92
27.724754	0.055608	27.780363	11	0	9	79
28.077390	6.634126	34.711515	7	11	9	72
28.462085	44.506083	72.968168	1	9	5	243
28.770024	4.703005	33.473029	11	8	1	135
28.827810	1.020750	29.848559	9	4	6	365
28.829757	6.197271	35.027028	2	10	1	134
29.159197	32.969581	62.128778	10	8	7	257
29.229065	4.182930	33.411994	8	5	4	337
29.654170	16.040660	45.694830	2	11	8	99
30.068387	16.036861	46.105248	0	1	5	206
30.308060	2.335074	32.643134	9	8	9	142
30.351657	5.858504	36.210161	2	0	5	342
30.412444	12.573781	42.986224	11	3	3	159
30.650534	5.285141	35.935676	6	3	5	102
30.698178	2.119650	32.817827	3	9	3	40
30.721393	34.263400	64.984793	5	10	7	145
30.823110	10.519683	41.342793	3	6	6	121
31.167021	20.058926	51.225948	11	3	4	117
31.315875	0.255664	31.571539	1	11	9	347
31.421389	3.104811	34.526199	1	3	7	11
31.434167	6.972980	38.407147	8	10	2	372
31.553483	0.698310	32.251794	8	6	9	278
32.129805	49.666080	81.795885	7	6	5	132
32.148670	2.697929	34.846599	7	1	6	358
32.239982	4.688718	36.928699	9	2	4	19
32.502308	2.408136	34.910444	7	11	6	248
32.671062	1.114299	33.785361	9	3	5	237
32.820321	2.645905	35.466226	3	2	7	332
32.971857	3.575469	36.547327	8	5	5	192
33.027544	10.063311	43.090854	5	6	3	6
33.070989	3.302205	36.373194	8	3	5	352
33.278161	4.498509	37.776670	8	5	8	152
33.485827	0.059606	33.545433	0	11	10	341
33.738071	4.552634	38.290705	6	4	8	365
34.043648	7.633250	41.676898	5	9	1	201
34.133159	1.767561	35.900720	8	7	3	348
34.220182	9.098940	43.319122	4	5	10	49
34.420301	3.469403	37.889704	5	7	8	101
34.551516	9.998096	44.549612	0	6	4	218
34.702835	0.265458	34.968293	1	5	1	229
34.901412	21.856332	56.757744	10	4	8	152
35.177328	0.162499	35.339827	11	9	8	27
35.228888	1.357716	36.586604	3	5	2	107
35.287755	15.013123	50.300878	0	4	10	285
35.300092	0.469818	35.769910	8	10	4	27
35.408019	12.413241	47.821260	6	11	6	221
35.412594	35.420518	70.833112	3	8	10	54
35.490920	20.532510	56.023430	8	5	3	232
35.588707	12.384319	47.973026	8	6	7	277
35.630911	31.822967	67.453877	10	5	7	307
35.742615	5.617915	41.360530	2	6	6	54
35.746487	20.626152	56.372639	5	8	8	131
35.751245	4.399908	40.151153	7	1	6	158
35.967414	26.558893	62.526307	8	4	5	375
36.023237	1.610819	37.634056	5	1	3	233
36.040223	28.138944	64.179167	11	3	6	302
36.132555	17.880635	54.013190	2	8	1	11
36.316261	18.711588	55.027849	11	8	3	256
36.346650	1.323013	37.669663	2	3	10	363
36.468553	9.075463	45.544016	11	7	4	373
36.479704	0.165283	36.644987	8	10	5	340
36.486337	12.772045	49.258383	6	8	7	322
36.581076	0.077676	36.658752	4	0	5	23
36.678315	0.886370	37.564685	9	7	1	272
36.805132	2.555356	39.360488	4	11	10	193
36.967002	20.804383	57.771385	7	2	3	204
37.432447	4.518908	41.951354	6	3	1	52
37.523233	7.764417	45.287650	2	5	2	335
37.571985	8.395686	45.967672	4	8	6	338
37.770192	2.554903	40.325095	11	10	2	384
37.809674	8.489751	46.299424	3	4	4	116
37.881922	10.816130	48.698051	3	5	8	336
37.892135	3.541715	41.433850	3	8	5	185
37.895344	5.423625	43.318969	9	3	4	38
38.306267	6.034691	44.340958	0	10	7	192
38.532238	26.934177	65.466415	8	0	1	152
38.681068	8.855039	47.536107	8	10	1	276
38.746801	29.613767	68.360567	5	8	7	94
38.770589	8.120090	46.890679	6	5	4	99
38.791854	6.942707	45.734561	10	1	9	11
38.827855	0.035385	38.863239	3	1	3	67
38.927454	6.556376	45.483830	7	8	8	227
39.084185	26.235482	65.319667	5	3	1	237
39.219109	2.211027	41.430136	9	4	6	159
39.260160	0.534969	39.795129	4	0	7	271
39.647423	5.221881	44.869304	10	7	5	243
39.814800	4.658467	44.473267	4	8	10	321
39.915829	19.459816	59.375645	10	8	3	95
40.034083	0.269716	40.303799	11	2	3	172
40.102088	25.275958	65.378045	11	0	3	101
40.137670	11.422601	51.560272	4	10	10	223
40.192672	23.457640	63.650312	6	3	4	32
40.369945	9.352928	49.722873	8	10	8	59
40.371757	16.710650	57.082407	5	1	7	229
40.387180	4.087864	44.475044	7	11	9	315
40.393066	4.301158	44.694224	1	0	8	261
40.398264	4.940902	45.339166	0	7	4	51
40.640039	14.056692	54.696731	10	2	4	344
40.792070	4.609110	45.401179	11	1	5	367
40.872418	2.773619	43.646037	5	9	9	352
40.885287	27.752861	68.638148	1	3	5	299
40.969852	23.860872	64.830724	6	5	7	332
41.050033	4.289343	45.339377	3	8	10	71
41.073808	10.068668	51.142476	4	1	10	360
41.144920	3.199879	44.344799	4	5	4	236
41.208462	2.308168	43.516630	3	2	5	297
41.328052	4.099846	45.427898	5	10	10	105
41.454067	3.961584	45.415651	4	11	3	91
41.459862	21.394132	62.853994	7	1	6	337
41.518535	17.276800	58.795335	3	2	9	246
41.641426	12.365760	54.007185	0	11	7	110
41.728856	32.026390	73.755245	9	0	2	388
41.971524	5.491219	47.462743	5	8	1	144
42.105896	2.810813	44.916709	6	2	10	242
42.128128	1.248814	43.376942	5	1	1	250
42.137275	3.581809	45.719084	7	2	3	105
42.265825	1.569623	43.835448	5	9	4	78
42.269183	0.967159	43.236342	8	10	3	4
42.379352	9.236482	51.615834	7	2	9	288
42.731509	4.528515	47.260024	9	10	6	141
42.838607	8.314220	51.152827	10	4	1	228
42.900019	2.123714	45.023733	6	3	1	88
43.028873	11.298115	54.326988	0	9	6	136
43.105492	2.427157	45.532649	9	3	8	314
43.204094	3.257628	46.461722	8	7	4	16
43.558860	13.538675	57.097535	8	10	3	333
43.619851	8.203850	51.823701	10	11	6	333
44.025987	4.077223	48.103210	8	7	4	389
44.320684	7.830473	52.151158	5	1	4	292
44.347921	11.841202	56.189123	2	1	8	36
44.356907	24.319210	68.676116	1	7	7	50
44.370185	8.692001	53.062186	8	2	4	95
44.372484	2.648597	47.021080	11	0	4	163
44.384884	13.731714	58.116598	0	9	9	343
44.528494	15.040380	59.568873	1	4	2	373
44.537725	2.236453	46.774178	7	10	10	359
44.585744	17.179936	61.765681	6	8	1	104
44.818685	6.253668	51.072353	1	11	2	28
44.821629	15.130677	59.952305	2	0	2	309
45.032195	2.711242	47.743437	11	3	3	65
45.073580	4.043362	49.116942	1	6	2	338
45.089299	30.725511	75.814810	11	5	2	83
45.238444	10.724040	55.962483	1	9	3	33
45.362368	14.822672	60.185041	7	9	5	241
45.624795	11.659526	57.284322	11	4	10	321
45.790832	2.285382	48.076214	9	0	4	382
45.994207	6.361786	52.355993	7	6	10	300
46.035623	16.552927	62.588550	11	8	10	46
46.060040	11.240382	57.300422	9	4	5	233
46.233635	0.060461	46.294096	8	5	1	190
46.439161	0.914661	47.353822	5	6	7	65
47.021286	4.258638	51.279925	6	0	5	97
47.087796	28.889525	75.977321	0	5	7	72
47.145952	6.756816	53.902767	3	10	7	153
47.333196	3.149522	50.482718	0	8	2	393
47.385288	4.469494	51.854782	3	6	3	77
47.719055	2.365488	50.084543	4	2	7	3
47.963410	5.467984	53.431394	0	11	4	167
48.033454	2.459459	50.492913	9	6	8	63
48.207177	18.691969	66.899146	7	6	2	283
48.382756	6.093036	54.475792	9	2	10	309
48.396361	3.282291	51.678652	0	11	6	199
48.687417	27.014468	75.701885	9	10	1	375
48.775380	3.773900	52.549280	4	6	2	92
48.994297	24.047802	73.042099	10	4	4	45
49.042514	0.443889	49.486402	8	0	4	159
49.324863	12.279754	61.604617	7	3	8	91
49.386486	6.614335	56.000821	2	8	7	252
49.387848	5.873847	55.261695	9	10	10	339
49.682587	0.369995	50.052581	8	9	10	137
49.694552	0.415339	50.109891	2	6	2	371
49.742634	4.045959	53.788593	9	5	5	272
50.117256	29.397214	79.514469	7	11	8	41
50.493249	9.614450	60.107699	10	1	7	4
50.599749	4.602511	55.202260	9	4	6	393
50.724653	9.466908	60.191560	7	2	6	376
50.799030	2.308375	53.107405	3	7	1	149
50.842407	1.804031	52.646439	11	0	8	4
50.892218	4.491306	55.383524	7	10	10	262
51.031759	19.903569	70.935328	5	0	10	312
51.206238	7.121297	58.327535	8	9	4	291
51.402263	3.522583	54.924846	11	9	3	294
51.597117	30.007775	81.604892	3	5	9	33
51.609071	16.926352	68.535424	10	3	3	186
51.694328	3.900455	55.594783	10	11	2	138
51.701738	35.790657	87.492395	11	1	1	81
51.801420	43.701849	95.503269	0	10	2	265
51.874240	5.253644	57.127883	3	8	6	358
52.147567	10.668901	62.816468	2	7	1	366
52.201591	5.202923	57.404514	2	7	2	348
52.217154	2.975279	55.192433	7	8	7	71
52.236443	0.862691	53.099134	7	4	5	196
52.415622	3.059959	55.475580	6	3	4	390
52.535985	3.167400	55.703385	4	11	1	16
52.549311	5.085600	57.634911	8	11	1	368
52.560293	2.044273	54.604566	6	4	1	321
52.711194	30.751739	83.462933	11	5	10	150
52.720637	1.085655	53.806292	3	6	2	208
52.936285	9.813855	62.750140	0	1	9	324
53.089410	5.828541	58.917952	1	9	1	317
53.100017	5.508112	58.608129	9	8	6	325
53.111098	4.652020	57.763119	1	2	9	356
53.650531	20.273404	73.923934	10	5	9	85
53.709135	3.291668	57.000803	1	9	7	58
53.767017	0.207908	53.974925	2	5	2	379
53.976464	25.022199	78.998663	8	2	6	206
54.344235	19.986381	74.330616	10	7	4	127
54.877831	3.242102	58.119934	8	5	1	297
55.052819	7.412614	62.465433	3	9	2	207
55.111821	1.155098	56.266920	11	2	10	63
55.122721	0.980838	56.103559	6	4	6	380
55.310376	18.168687	73.479063	4	7	5	236
55.412546	5.280832	60.693378	11	7	5	311
55.481550	10.838711	66.320261	11	3	8	7
55.777580	28.682288	84.459868	1	6	3	135
55.792315	2.812105	58.604420	4	9	2	134
55.877128	0.132472	56.009600	8	11	9	308
55.878555	0.244448	56.123003	4	0	4	359
55.957600	12.357583	68.315183	9	4	1	125
55.964843	25.843101	81.807944	10	8	5	35
55.980655	6.298537	62.279192	6	3	2	242
55.996283	4.701783	60.698066	6	10	9	133
56.127229	7.827665	63.954894	11	1	4	138
56.298554	19.584058	75.882611	8	7	3	344
56.407998	10.559951	66.967949	8	0	8	61
56.817338	2.652423	59.469761	10	3	4	141
56.876063	14.897909	71.773971	4	7	3	313
56.918121	1.445790	58.363912	10	0	2	381
57.171809	1.809944	58.981753	5	9	10	334
57.203444	9.485099	66.688544	9	1	9	179
57.616303	2.728373	60.344677	8	10	9	227
57.617832	12.200295	69.818127	8	6	7	249
58.055648	4.300425	62.356072	5	10	1	332
58.061163	3.249326	61.310489	4	5	5	152
58.338378	68.293194	126.631571	0	10	8	48
58.432146	0.414640	58.846786	11	5	3	226
59.051749	10.379571	69.431321	2	11	9	146
59.061332	0.394683	59.456015	5	0	4	130
59.162221	14.279928	73.442149	3	6	3	343
59.597667	2.614816	62.212483	5	7	3	357
59.690223	0.941259	60.631482	0	11	6	305
59.814302	10.454025	70.268327	8	9	8	215
59.963039	13.190142	73.153181	4	9	3	38
60.038805	11.334998	71.373803	0	3	3	137
60.162264	0.532963	60.695227	3	11	9	124
60.271993	3.485749	63.757742	7	3	2	58
60.561272	5.998178	66.559449	2	6	10	5
60.567086	3.384187	63.951273	9	6	3	129
60.608316	16.634373	77.242689	0	8	7	335
60.983816	1.405446	62.389262	2	5	7	216
61.260025	9.472123	70.732148	2	8	2	137
61.336047	44.409230	105.745276	11	10	1	318
61.457039	23.284830	84.741868	10	2	6	379
61.497648	2.512307	64.009954	6	0	1	261
61.523698	0.000819	61.524517	0	6	8	3
61.601581	39.423452	101.025033	0	7	3	246
61.656075	21.431312	83.087387	5	9	8	255
61.765605	25.191561	86.957166	6	11	4	211
61.775720	5.370046	67.145766	5	8	1	206
62.233840	13.649849	75.883689	1	3	10	198
62.769324	2.393129	65.162453	7	0	2	186
62.919057	4.980806	67.899863	3	11	9	176
63.015066	19.074940	82.090006	8	6	8	176
63.061364	1.365213	64.426576	4	1	9	55
63.271477	22.430469	85.701946	11	7	3	248
63.415768	6.861874	70.277642	1	3	7	167
63.437953	5.552925	68.990878	8	0	4	10
63.740240	3.647739	67.387980	10	0	4	176
63.956365	24.870945	88.827309	8	10	6	69
64.330332	7.290303	71.620635	10	11	9	23
64.492032	16.297752	80.789784	7	4	6	275
64.610833	19.494790	84.105623	6	2	3	272
64.678546	25.559605	90.238151	5	4	9	39
65.015923	3.615163	68.631086	5	0	4	372
65.267222	4.152289	69.419511	8	5	3	228
65.273006	9.040506	74.313513	6	3	7	89
65.276346	5.821858	71.098205	5	2	5	73
65.335390	27.007152	92.342541	10	2	1	208
65.543346	5.067739	70.611085	8	2	2	323
66.088880	6.496626	72.585506	1	2	6	99
66.109256	9.602063	75.711319	11	9	3	101
66.221972	5.187561	71.409533	4	7	9	62
66.281906	48.899812	115.181718	7	8	9	82
66.719870	1.040850	67.760719	0	3	1	397
66.950609	2.492351	69.442960	1	7	2	241
67.178383	3.895747	71.074130	3	7	7	143
67.257435	1.598435	68.855870	5	2	7	178
67.324414	3.343814	70.668227	7	4	2	106
67.364338	15.107031	82.471369	11	1	7	264
67.371591	7.400124	74.771715	6	9	8	277
67.621644	0.345435	67.967079	0	4	7	321
67.831159	40.525839	108.356998	6	0	6	337
68.852715	9.571296	78.424010	10	9	7	100
69.564574	0.607478	70.172052	11	5	10	138
69.665905	10.822531	80.488437	1	0	4	266
69.849066	4.754092	74.603158	7	10	9	193
70.211087	1.458045	71.669132	11	8	7	140
70.447934	8.293440	78.741374	9	5	8	43
70.483453	12.985764	83.469216	7	6	7	70
70.558306	11.120824	81.679130	9	1	8	57
70.575593	2.843718	73.419311	11	9	4	20
70.960621	7.441589	78.402210	10	5	10	340
71.077102	7.714622	78.791724	6	11	8	140
71.109552	12.616138	83.725690	0	6	4	94
71.248781	4.460799	75.709580	6	1	7	118
71.369115	15.981647	87.350762	4	7	4	377
71.424542	9.886514	81.311056	8	6	4	154
71.439610	0.390856	71.830466	6	10	9	8
71.578790	7.907138	79.485927	7	2	6	177
71.670616	19.798648	91.469264	8	0	3	5
71.855592	8.383444	80.239037	0	2	9	103
71.947381	1.933764	73.881144	0	7	9	311
72.186352	7.141183	79.327535	9	6	2	71
72.286696	14.144710	86.431406	9	6	6	101
72.389586	1.166520	73.556106	11	4	4	127
72.651181	16.988107	89.639287	6	11	3	377
72.715761	1.833000	74.548762	11	10	3	181
72.733747	7.637338	80.371086	0	2	7	212
72.737398	4.873427	77.610825	8	11	5	294
72.913280	2.858488	75.771768	10	5	4	355
73.034330	10.425132	83.459462	0	7	9	2
73.186538	0.381091	73.567630	0	6	1	361
73.216474	14.273072	87.489546	9	6	3	169
73.234800	7.485344	80.720144	5	4	4	342
73.236632	20.856303	94.092935	3	5	8	155
73.290592	7.354668	80.645260	6	11	9	243
73.402017	0.356615	73.758633	11	2	10	39
73.464265	1.550189	75.014453	1	10	2	285
73.536180	15.876989	89.413168	9	1	1	119
73.829312	6.772267	80.601579	8	1	1	373
73.882825	5.831800	79.714625	6	3	10	325
73.973016	3.833633	77.806649	0	2	2	373
74.164375	3.348424	77.512799	8	0	7	303
74.227510	33.780566	108.008076	1	3	10	0
74.349146	5.673419	80.022565	1	9	3	39
74.597039	21.541912	96.138951	1	2	8	376
74.970313	10.445876	85.416189	8	1	4	232
74.990198	19.549444	94.539641	1	3	10	144
75.316656	19.135851	94.452507	2	0	6	285
75.401344	31.306825	106.708168	9	4	6	236
75.438685	11.971370	87.410056	7	10	2	201
75.515509	16.367934	91.883442	0	6	6	359
76.004715	13.209857	89.214573	4	9	2	176
76.089527	9.294439	85.383966	2	7	6	241
76.139354	12.635605	88.774959	11	9	8	177
76.264790	12.579026	88.843816	7	4	1	125
76.299118	0.417681	76.716799	4	5	8	323
76.308980	7.258994	83.567974	7	1	10	367
76.326227	15.733537	92.059764	3	8	6	389
76.343354	2.783421	79.126775	6	9	9	310
76.363949	6.257652	82.621601	0	3	7	384
76.382632	5.709043	82.091674	9	0	1	306
76.510642	5.154817	81.665460	6	10	8	95
76.535736	1.299259	77.834995	2	6	7	184
76.588753	7.459396	84.048149	0	10	1	60
76.872625	5.910390	82.783015	5	2	2	242
76.952922	10.888385	87.841307	7	6	8	246
77.090584	7.972042	85.062626	8	5	3	16
77.114225	0.279293	77.393518	2	5	8	377
77.140919	0.324385	77.465303	10	7	1	297
77.146134	12.085158	89.231292	6	1	3	127
77.169265	12.295680	89.464945	0	5	1	73
77.210084	32.173553	109.383637	8	5	6	259
77.234435	20.931728	98.166164	11	1	8	229
77.246046	6.312240	83.558286	10	3	5	395
77.262116	9.832495	87.094611	9	8	8	291
