t_req	t_hold	t_exp	source	dest	lp_size	slot_indx
38.618194	5.508112	44.126306	9	8	6	326
38.626253	4.652020	43.278274	1	2	9	377
39.018568	20.273404	59.291971	10	5	9	85
39.061189	3.291668	42.352857	1	9	7	58
39.103285	0.207908	39.311193	2	5	2	91
39.255610	25.022199	64.277809	8	2	6	244
39.523080	19.986381	59.509461	10	7	4	127
39.911150	3.242102	43.153252	8	5	1	308
40.038414	7.412614	47.451028	3	9	2	215
40.081325	1.155098	41.236423	11	2	10	44
40.089251	0.980838	41.070089	6	4	6	62
40.225728	18.168687	58.394415	5	7	1	329
40.300033	5.280832	45.580866	1	10	9	132
40.350218	10.838711	51.188929	10	5	9	379
40.565513	28.682288	69.247801	0	6	9	37
40.576229	2.812105	43.388334	2	11	2	356
40.637911	0.132472	40.770383	2	7	9	143
40.638949	0.244448	40.883397	6	11	6	121
40.696436	12.357583	53.054019	8	11	2	267
40.701704	25.843101	66.544805	5	3	2	273
40.713204	6.298537	47.011740	6	10	9	161
40.724570	4.701783	45.426352	11	1	4	123
40.819803	7.827665	48.647468	8	7	3	374
40.944403	19.584058	60.528460	8	0	8	73
41.023999	10.559951	51.583949	10	3	4	133
41.321700	2.652423	43.974123	4	7	3	309
41.364409	14.897909	56.262318	10	0	2	360
41.394997	1.445790	42.840788	5	9	10	351
41.579498	1.809944	43.389442	10	1	9	283
41.602505	9.485099	51.087605	7	10	9	244
41.902766	2.728373	44.631139	8	6	7	277
41.903878	12.200295	54.104173	5	10	1	372
42.222289	4.300425	46.522714	4	5	5	146
42.226300	3.249326	45.475626	0	10	8	64
42.427911	68.293194	110.721105	11	5	3	211
42.496106	0.414640	42.910746	2	11	9	173
42.946727	10.379571	53.326298	5	0	4	133
42.953696	0.394683	43.348379	3	6	3	354
43.027070	14.279928	57.306998	5	7	3	66
43.343758	2.614816	45.958574	0	2	2	229
43.411071	0.941259	44.352331	11	1	4	334
43.501310	10.454025	53.955335	4	9	3	38
43.609483	13.190142	56.799625	0	3	3	158
43.664586	11.334998	54.999583	3	11	9	122
43.754374	0.532963	44.287337	7	3	2	49
43.834176	3.485749	47.319925	2	6	10	5
44.044561	5.998178	50.042739	9	6	3	126
44.048790	3.384187	47.432977	0	8	7	344
44.078775	16.634373	60.713148	2	5	7	224
44.351866	1.405446	45.757312	2	8	2	137
44.552745	9.472123	54.024869	11	10	1	297
44.608034	44.409230	89.017264	10	2	6	198
44.696028	23.284830	67.980858	6	0	1	273
44.725562	2.512307	47.237869	0	6	8	3
44.744508	0.000819	44.745327	0	7	3	281
44.801149	39.423452	84.224602	5	9	8	320
44.840782	21.431312	66.272094	6	11	4	231
44.920440	25.191561	70.112001	5	8	1	237
44.927797	5.370046	50.297842	1	3	10	204
45.260975	13.649849	58.910824	7	0	2	192
45.650417	2.393129	48.043547	3	11	9	191
45.759314	4.980806	50.740120	8	6	8	198
45.829139	19.074940	64.904079	4	1	9	55
45.862810	1.365213	47.228023	11	7	3	238
46.015620	22.430469	68.446089	1	3	7	158
46.120559	6.861874	52.982433	8	0	4	10
46.136693	5.552925	51.689618	10	0	4	214
46.356538	3.647739	50.004278	8	10	6	66
46.513720	24.870945	71.384664	10	11	9	23
46.785696	7.290303	54.075999	7	4	6	327
46.903296	16.297752	63.201048	6	2	3	302
46.989697	19.494790	66.484487	5	4	9	39
47.038942	25.559605	72.598547	5	0	4	30
47.284308	3.615163	50.899470	8	5	3	223
47.467071	4.152289	51.619360	6	3	7	99
47.471277	9.040506	56.511784	5	2	5	88
47.473706	5.821858	53.295565	10	2	1	212
47.516647	27.007152	74.523799	8	2	2	328
47.667888	5.067739	52.735627	1	2	6	99
48.064640	6.496626	54.561266	11	9	3	92
48.079459	9.602063	57.681522	4	7	9	79
48.161434	5.187561	53.348995	7	8	9	82
48.205023	48.899812	97.104834	0	3	1	397
48.523542	1.040850	49.564391	1	7	2	237
48.691352	2.492351	51.183703	3	7	7	156
48.857006	3.895747	52.752753	5	2	7	229
48.914498	1.598435	50.512933	7	4	2	106
48.963210	3.343814	52.307024	11	1	7	278
48.992245	15.107031	64.099277	6	9	8	316
48.997521	7.400124	56.397645	0	4	7	313
49.179378	0.345435	49.524812	6	0	6	383
49.331752	40.525839	89.857591	10	9	7	78
50.074701	9.571296	59.645997	11	5	10	175
50.592417	0.607478	51.199896	1	0	4	257
50.666113	10.822531	61.488644	7	10	9	183
50.799320	4.754092	55.553412	11	8	7	186
51.062609	1.458045	52.520653	9	5	8	43
51.234861	8.293440	59.528301	7	6	7	70
51.260693	12.985764	64.246457	9	1	8	57
51.315132	11.120824	62.435956	11	9	4	20
51.327704	2.843718	54.171422	10	5	10	366
51.607724	7.441589	59.049313	3	2	8	168
51.692438	7.714622	59.407060	0	6	4	95
51.716038	12.616138	64.332176	6	1	7	115
51.817295	4.460799	56.278094	4	7	4	386
51.904811	15.981647	67.886458	8	6	4	173
51.945122	9.886514	61.831635	6	10	9	8
51.956080	0.390856	52.346936	7	2	6	177
52.057302	7.907138	59.964439	8	0	3	5
52.124085	19.798648	71.922733	0	2	9	102
52.258612	8.383444	60.642057	0	7	9	323
52.325368	1.933764	54.259131	9	6	2	71
52.499165	7.141183	59.640348	9	6	6	101
52.572143	14.144710	66.716853	11	4	4	135
52.646971	1.166520	53.813492	6	11	3	383
52.837222	16.988107	69.825329	11	10	3	207
52.884190	1.833000	54.717190	0	2	7	220
52.897271	7.637338	60.534609	8	11	5	301
52.899926	4.873427	57.773352	10	5	4	396
53.027840	2.858488	55.886328	0	7	9	2
53.115876	10.425132	63.541009	0	6	1	362
53.226573	0.381091	53.607665	9	6	3	159
53.248344	14.273072	67.521417	5	4	4	206
53.261673	7.485344	60.747017	6	4	8	188
53.263005	20.856303	74.119308	6	11	9	241
53.302249	7.354668	60.656917	11	2	10	39
53.383285	0.356615	53.739901	1	10	2	287
53.428556	1.550189	54.978745	9	1	1	111
53.480858	15.876989	69.357847	8	1	1	367
53.694045	6.772267	60.466312	6	3	10	335
53.732964	5.831800	59.564764	0	2	2	386
53.798557	3.833633	57.632190	8	0	7	392
53.937727	3.348424	57.286152	1	3	10	0
53.983644	33.780566	87.764209	1	9	3	39
54.072106	5.673419	59.745525	1	2	8	381
54.252392	21.541912	75.794304	8	1	4	218
54.523864	10.445876	64.969740	1	3	10	147
54.538326	19.549444	74.087769	2	0	6	297
54.775750	19.135851	73.911601	9	4	6	207
54.837341	31.306825	86.144165	7	10	2	196
54.864499	11.971370	66.835869	0	6	6	364
54.920370	16.367934	71.288304	4	9	2	196
55.276157	13.209857	68.486014	2	7	6	253
55.337838	9.294439	64.632277	11	9	8	264
55.374076	12.635605	68.009681	7	4	1	116
55.465302	12.579026	68.044328	4	5	8	370
55.490268	0.417681	55.907948	7	1	10	339
55.497440	7.258994	62.756434	3	8	6	54
55.509983	15.733537	71.243520	5	9	10	123
55.522440	2.783421	58.305860	10	0	2	286
55.537418	6.257652	61.795070	8	9	8	25
55.551005	5.709043	61.260048	8	11	9	235
55.644104	5.154817	60.798921	2	10	9	364
55.662353	1.299259	56.961613	10	11	2	118
55.700911	7.459396	63.160307	3	4	5	264
55.907364	5.910390	61.817754	7	2	6	269
55.965762	10.888385	66.854147	0	3	10	11
56.065879	7.972042	64.037921	2	5	8	207
56.083072	0.279293	56.362366	10	7	1	334
56.102486	0.324385	56.426871	6	1	3	135
56.106280	12.085158	68.191437	0	5	1	74
56.123102	12.295680	68.418782	8	5	6	262
56.152788	32.173553	88.326342	11	1	8	308
56.170498	20.931728	77.102227	10	3	5	387
56.178943	6.312240	62.491182	9	8	8	251
56.190630	9.832495	66.023125	3	8	1	349
