t_req	t_hold	t_exp	source	dest	lp_size	slot_indx
10.665285	10.834213	21.499498	3	8	9	154
10.697145	18.740953	29.438098	8	5	7	318
10.755843	8.057726	18.813569	9	1	4	239
10.912371	19.272527	30.184898	3	8	3	327
10.941238	4.858693	15.799931	2	10	10	317
10.950138	3.809499	14.759638	7	11	10	359
10.988154	4.373656	15.361810	0	7	10	2
11.007688	1.876338	12.884027	5	7	9	362
11.302683	17.667506	28.970189	1	8	9	371
11.486115	4.135036	15.621151	7	3	1	129
11.597614	8.037884	19.635498	9	8	6	86
11.825561	8.640576	20.466137	0	11	5	142
12.006446	7.371682	19.378128	5	3	2	238
12.029390	0.026917	12.056307	4	9	5	282
12.277258	44.520560	56.797818	5	3	9	183
12.363380	23.574804	35.938184	5	8	6	204
12.546419	2.327342	14.873761	9	10	5	362
12.798002	3.460027	16.258028	3	9	8	266
12.840527	7.339903	20.180431	5	10	4	73
12.853482	23.218838	36.072320	1	0	5	133
12.882225	41.123589	54.005814	6	10	2	132
12.944120	2.977891	15.922011	9	4	9	339
13.133435	8.309369	21.442803	0	8	2	276
13.352473	16.449028	29.801501	4	1	3	186
13.353248	5.014861	18.368109	5	10	10	114
13.432679	13.133154	26.565833	4	1	2	41
13.492709	1.756268	15.248977	11	7	1	385
13.520617	9.180387	22.701003	2	1	6	44
13.534803	20.089045	33.623848	0	3	4	387
13.580571	41.057054	54.637625	8	0	3	116
13.898696	0.826925	14.725620	8	11	9	216
13.942071	5.592236	19.534307	6	4	1	155
14.023344	2.288383	16.311727	1	7	1	313
14.158243	5.989949	20.148192	0	2	6	120
14.208462	7.935502	22.143964	4	1	8	253
14.604884	0.979731	15.584615	1	5	10	299
14.969552	3.522004	18.491555	2	1	1	135
15.001781	26.253313	41.255094	10	8	4	85
15.078187	8.416558	23.494746	3	2	4	247
15.117957	6.114050	21.232007	1	9	3	197
15.155207	14.004987	29.160195	3	1	7	133
15.159383	13.542615	28.701999	6	10	6	138
15.263883	0.497987	15.761869	1	8	2	237
15.341496	12.333927	27.675423	4	8	10	309
15.347368	18.278635	33.626004	7	2	4	143
15.383660	1.814474	17.198134	10	0	10	160
15.649089	15.186741	30.835830	1	5	6	115
15.679518	3.376242	19.055760	1	11	3	83
15.696910	3.659604	19.356514	8	1	8	193
15.771607	10.944055	26.715663	0	3	1	85
16.243167	1.180993	17.424160	7	4	8	29
16.273961	10.932441	27.206401	7	6	5	203
16.397867	21.879786	38.277653	7	3	8	43
16.557188	11.917520	28.474708	7	9	4	309
16.587336	5.804042	22.391377	8	6	5	76
16.732086	5.766350	22.498435	10	6	5	337
16.783033	14.485788	31.268820	10	3	1	81
16.894200	8.338862	25.233062	11	6	6	354
17.005737	0.887265	17.893002	2	5	1	142
17.091002	8.738806	25.829808	8	7	6	266
17.101517	16.865550	33.967066	2	3	6	31
17.301922	4.110804	21.412726	1	10	3	25
17.344901	26.252255	43.597156	5	0	1	72
17.367837	13.891665	31.259502	4	9	4	72
17.372463	8.534658	25.907121	1	5	9	270
17.471772	13.928920	31.400692	0	11	3	331
17.597533	0.824570	18.422103	5	6	4	373
17.599392	19.617586	37.216978	6	2	5	213
17.679128	17.231897	34.911025	11	1	1	50
17.707664	24.065206	41.772870	9	7	4	352
17.822789	1.376900	19.199689	2	7	9	321
17.844079	0.853184	18.697262	0	8	6	257
17.974547	1.489822	19.464369	1	3	3	107
18.028875	5.097907	23.126782	6	7	5	41
18.335580	5.521805	23.857385	6	9	9	49
18.352018	8.260351	26.612369	1	5	3	300
18.398367	1.303861	19.702228	2	5	10	259
18.411749	2.248945	20.660694	8	3	6	359
18.699104	16.694233	35.393337	3	2	2	18
18.932252	6.310884	25.243136	10	6	2	161
18.965399	16.499381	35.464781	5	1	6	47
19.085262	0.074541	19.159803	11	8	6	6
19.274093	8.020534	27.294627	9	10	1	397
19.364108	26.872502	46.236611	4	7	8	262
19.447917	8.726937	28.174854	10	5	9	128
19.478681	2.307924	21.786605	9	11	8	108
19.489540	12.649889	32.139428	3	10	7	102
19.742331	4.764014	24.506345	6	8	6	275
19.998639	11.037774	31.036414	4	2	8	121
20.110047	0.297581	20.407628	1	8	1	180
20.156052	10.103277	30.259329	8	2	1	329
20.203782	0.327277	20.531059	8	4	2	341
20.347611	13.656319	34.003931	1	0	1	65
20.600289	6.403897	27.004186	3	4	1	381
20.842637	1.298289	22.140927	7	9	8	222
21.010811	7.822755	28.833566	11	2	1	189
21.124956	0.691084	21.816040	4	3	3	296
21.134722	10.594826	31.729548	2	0	10	321
21.154310	55.432791	76.587101	6	10	8	17
21.408558	14.670591	36.079149	8	1	9	138
21.512169	8.527858	30.040027	10	8	5	107
21.513195	1.082929	22.596124	4	1	5	9
21.525084	12.034199	33.559282	9	11	7	308
21.646102	10.822505	32.468606	8	2	7	378
21.646666	0.503434	22.150099	9	7	2	10
21.666145	15.716572	37.382717	1	8	9	149
21.754556	7.312990	29.067546	4	6	2	178
21.885369	5.548954	27.434323	2	10	2	316
22.002640	15.520523	37.523163	10	5	6	73
22.030857	5.302960	27.333817	6	0	7	309
22.169236	6.559020	28.728257	9	5	10	40
22.199328	2.004393	24.203721	4	0	3	154
22.243065	3.876039	26.119104	6	4	10	60
22.395549	18.677748	41.073297	9	0	1	35
22.512080	2.069058	24.581138	8	7	8	122
22.722297	5.400675	28.122972	5	0	10	369
22.841387	45.130020	67.971407	3	1	5	23
22.934726	2.699729	25.634455	10	3	4	309
22.945654	24.868966	47.814620	5	8	2	120
22.996589	25.058950	48.055539	5	7	10	319
23.030829	0.957362	23.988192	7	3	6	137
23.061907	6.229734	29.291641	2	6	2	97
23.463275	6.975897	30.439172	7	3	5	0
23.518762	3.763952	27.282714	3	4	6	203
23.766102	0.484967	24.251069	6	2	9	372
23.876917	2.766573	26.643489	7	0	6	355
24.052897	1.004057	25.056955	10	7	4	23
24.130501	2.721367	26.851869	8	1	2	86
24.226074	16.491724	40.717798	8	5	3	79
24.301440	22.535882	46.837322	2	1	9	335
24.325575	0.441848	24.767423	10	8	7	141
24.467993	3.594600	28.062593	11	2	3	204
24.504613	39.415650	63.920263	4	5	8	251
24.507348	7.754529	32.261877	7	3	1	300
24.622567	9.843270	34.465837	9	0	8	92
24.644226	0.055608	24.699834	11	0	9	79
24.957680	6.634126	31.591805	7	11	9	72
25.299631	44.506083	69.805714	1	9	5	243
25.573354	4.703005	30.276360	11	8	1	133
25.624720	1.020750	26.645470	9	4	6	378
25.626450	6.197271	31.823722	2	10	1	136
25.919286	32.969581	58.888867	10	8	7	257
25.981391	4.182930	30.164320	8	5	4	348
26.359262	16.040660	42.399922	2	11	8	108
26.727455	16.036861	42.764316	0	1	5	220
26.940498	2.335074	29.275572	9	8	9	142
26.979251	5.858504	32.837755	2	0	5	353
27.033283	12.573781	39.607064	11	3	3	155
27.244919	5.285141	32.530061	6	3	5	102
27.287269	2.119650	29.406919	3	9	3	40
27.307904	34.263400	61.571305	5	10	7	145
27.398320	10.519683	37.918003	3	6	6	121
27.704019	20.058926	47.762945	11	3	4	112
27.836333	0.255664	28.091997	1	11	9	347
27.930123	3.104811	31.034934	1	3	7	11
27.941482	6.972980	34.914462	8	10	2	388
28.047541	0.698310	28.745851	8	6	9	278
28.559826	49.666080	78.225907	7	6	5	132
28.576595	2.697929	31.274524	7	1	6	360
28.657761	4.688718	33.346479	9	2	4	19
28.890940	2.408136	31.299077	7	11	6	250
29.040944	1.114299	30.155243	9	3	5	250
29.173619	2.645905	31.819524	3	2	7	350
29.308318	3.575469	32.883787	8	5	5	192
29.357817	10.063311	39.421127	5	6	3	6
29.396435	3.302205	32.698640	8	3	5	368
29.580587	4.498509	34.079096	8	5	8	152
29.765179	0.059606	29.824785	0	11	10	341
29.989396	4.552634	34.542030	6	4	8	365
30.261020	7.633250	37.894270	5	9	1	201
30.340586	1.767561	32.108147	8	7	3	348
30.417940	9.098940	39.516880	4	5	10	49
30.595823	3.469403	34.065226	5	7	8	101
30.712459	9.998096	40.710554	0	6	4	210
30.846964	0.265458	31.112423	1	5	1	236
31.023478	21.856332	52.879809	10	4	8	152
31.268736	0.162499	31.431235	11	9	8	27
31.314567	1.357716	32.672284	3	5	2	115
31.366893	15.013123	46.380016	0	4	10	284
31.377860	0.469818	31.847678	8	10	4	27
31.473795	12.413241	43.887035	6	11	6	221
31.477862	35.420518	66.898379	3	8	10	54
31.547485	20.532510	52.079995	8	5	3	232
31.634406	12.384319	44.018726	8	6	7	277
31.671921	31.822967	63.494887	10	5	7	307
31.771213	5.617915	37.389128	2	6	6	54
31.774655	20.626152	52.400807	5	8	8	131
31.778884	4.399908	36.178792	7	1	6	167
31.971034	26.558893	58.529928	8	4	5	392
32.020655	1.610819	33.631474	5	1	3	233
32.035754	28.138944	60.174698	11	3	6	309
32.117826	17.880635	49.998461	2	8	1	11
32.281121	18.711588	50.992709	11	8	3	260
32.308134	1.323013	33.631147	2	3	10	288
32.416491	9.075463	41.491955	8	11	4	244
32.426404	0.165283	32.591687	6	4	3	232
32.432300	12.772045	45.204345	7	8	7	324
32.516512	0.077676	32.594188	4	0	5	23
32.602946	0.886370	33.489316	9	7	1	272
32.715673	2.555356	35.271029	4	11	10	193
32.859557	20.804383	53.663940	7	2	3	210
33.273286	4.518908	37.792194	6	3	1	52
33.353985	7.764417	41.118402	2	5	2	353
33.397320	8.395686	41.793007	4	8	6	346
33.573504	2.554903	36.128407	11	10	2	381
33.608599	8.489751	42.098349	3	4	4	130
33.672819	10.816130	44.488949	3	5	8	343
33.681898	3.541715	37.223613	3	8	5	192
33.684751	5.423625	39.108376	9	3	4	38
34.050015	6.034691	40.084706	0	10	7	192
34.250878	26.934177	61.185055	8	0	1	152
34.383172	8.855039	43.238211	8	10	1	287
34.441601	29.613767	64.055367	5	8	7	106
34.462746	8.120090	42.582836	6	5	4	99
34.481648	6.942707	41.424355	10	1	9	11
34.513649	0.035385	34.549033	3	1	3	71
34.602181	6.556376	41.158557	7	8	8	227
34.741498	26.235482	60.976980	5	3	1	249
34.861430	2.211027	37.072457	9	4	6	159
34.897920	0.534969	35.432889	4	0	7	271
35.242154	5.221881	40.464035	10	7	5	243
35.390934	4.658467	40.049400	4	8	10	329
35.480737	19.459816	54.940553	10	8	3	95
35.585851	0.269716	35.855567	11	2	3	172
35.646300	25.275958	60.922258	11	0	3	101
35.677929	11.422601	47.100531	4	10	10	223
35.726820	23.457640	59.184459	6	3	4	32
35.884395	9.352928	45.237323	8	10	8	59
35.886006	16.710650	52.596656	5	1	7	237
35.899715	4.087864	39.987579	7	11	9	360
35.904948	4.301158	40.206106	1	0	8	289
35.909568	4.940902	40.850470	0	7	4	51
36.124480	14.056692	50.181171	10	2	4	353
36.259617	4.609110	40.868727	11	1	5	367
36.331038	2.773619	39.104657	5	9	9	373
36.342478	27.752861	64.095338	1	3	5	312
36.417646	23.860872	60.278518	6	5	7	327
36.488918	4.289343	40.778262	3	8	10	71
36.510051	10.068668	46.578719	4	1	10	360
36.573262	3.199879	39.773142	4	5	4	236
36.629744	2.308168	38.937912	3	2	5	299
36.736047	4.099846	40.835893	5	10	10	89
36.848059	3.961584	40.809643	4	11	3	91
36.853211	21.394132	58.247343	7	1	6	348
36.905364	17.276800	54.182165	3	2	9	268
37.014601	12.365760	49.380360	0	11	7	110
37.092316	32.026390	69.118706	9	0	2	388
37.308022	5.491219	42.799241	5	8	1	153
37.427463	2.810813	40.238276	6	2	10	252
37.447225	1.248814	38.696039	5	1	1	253
37.455356	3.581809	41.037165	7	2	3	115
37.569622	1.569623	39.139245	5	9	4	78
37.572607	0.967159	38.539766	8	10	3	4
37.670535	9.236482	46.907017	7	2	9	304
37.983563	4.528515	42.512078	9	10	6	141
38.078761	8.314220	46.392982	10	4	1	228
38.133350	2.123714	40.257065	6	3	1	88
38.247887	11.298115	49.546002	0	9	6	136
38.315993	2.427157	40.743149	9	3	8	314
38.403639	3.257628	41.661267	8	7	4	16
38.718986	13.538675	52.257662	8	10	3	341
38.773201	8.203850	46.977051	10	11	6	342
39.134211	4.077223	43.211434	8	7	4	295
39.396164	7.830473	47.226637	8	3	10	346
39.420374	11.841202	51.261576	2	1	8	36
39.428362	24.319210	63.747571	1	7	7	50
39.440164	8.692001	48.132166	8	2	4	101
39.442208	2.648597	42.090804	11	0	4	169
39.453230	13.731714	53.184944	0	9	9	357
39.580883	15.040380	54.621263	1	4	2	373
39.589089	2.236453	41.825542	7	10	10	390
39.631773	17.179936	56.811709	6	8	1	104
39.838831	6.253668	46.092499	1	11	2	28
39.841448	15.130677	54.972124	2	0	2	288
40.028618	2.711242	42.739860	11	3	3	65
40.065405	4.043362	44.108766	1	6	2	347
40.079377	30.725511	70.804888	11	5	2	83
40.211950	10.724040	50.935989	1	9	3	33
40.322105	14.822672	55.144777	7	9	5	241
40.555374	11.659526	52.214900	11	4	10	320
40.702962	2.285382	42.988344	9	0	4	14
40.883739	6.361786	47.245526	7	6	10	357
40.920554	16.552927	57.473481	11	8	10	46
40.942258	11.240382	52.182640	9	4	5	246
41.096564	0.060461	41.157025	8	5	1	190
41.279254	0.914661	42.193915	5	6	7	65
41.796699	4.258638	46.055337	6	0	5	107
41.855819	28.889525	70.745344	0	5	7	72
41.907513	6.756816	48.664328	3	10	7	163
42.073952	3.149522	45.223474	0	8	2	346
42.120256	4.469494	46.589750	10	11	4	182
42.416938	2.365488	44.782426	7	2	7	3
42.634142	5.467984	48.102126	0	11	4	167
42.696404	2.459459	45.155862	9	6	8	74
42.850824	18.691969	61.542793	7	6	2	291
43.006895	6.093036	49.099930	9	2	10	309
43.018988	3.282291	46.301279	0	11	6	199
43.277704	27.014468	70.292172	9	10	1	375
43.355894	3.773900	47.129793	4	6	2	84
43.550486	24.047802	67.598288	10	4	4	45
43.593346	0.443889	44.037234	8	0	4	159
43.844322	12.279754	56.124077	7	3	8	101
43.899099	6.614335	50.513434	2	8	7	252
43.900310	5.873847	49.774156	9	10	10	339
44.162299	0.369995	44.532294	8	9	10	137
44.172935	0.415339	44.588275	2	6	2	382
44.215675	4.045959	48.261634	9	5	5	272
44.548672	29.397214	73.945886	7	11	8	51
44.882888	9.614450	54.497338	10	1	7	4
44.977555	4.602511	49.580066	9	4	6	202
45.088580	9.466908	54.555488	0	1	8	94
45.154693	2.308375	47.463068	3	7	3	135
45.193251	1.804031	46.997282	3	8	3	4
45.237527	4.491306	49.728834	7	10	10	254
45.361563	19.903569	65.265132	4	0	10	275
45.516656	7.121297	52.637953	8	9	4	291
45.690900	3.522583	49.213483	11	9	3	290
45.864104	30.007775	75.871879	3	5	9	40
45.874730	16.926352	62.801083	10	3	3	192
45.950513	3.900455	49.850969	10	11	2	138
45.957100	35.790657	81.747757	11	1	1	73
46.045707	43.701849	89.747556	0	10	2	281
46.110435	5.253644	51.364079	3	8	6	369
46.353393	10.668901	57.022294	2	7	1	385
46.401414	5.202923	51.604337	2	7	2	369
46.415248	2.975279	49.390527	7	8	7	71
46.432394	0.862691	47.295085	7	4	5	196
46.591664	3.059959	49.651622	6	3	4	390
46.698653	3.167400	49.866053	4	11	1	16
46.710499	5.085600	51.796099	8	11	1	378
46.720260	2.044273	48.764534	6	4	1	321
46.854395	30.751739	77.606134	11	5	10	170
46.862789	1.085655	47.948444	3	6	2	214
47.054476	9.813855	56.868331	0	1	9	340
47.190587	5.828541	53.019129	1	9	1	317
47.200015	5.508112	52.708127	9	8	6	351
47.209865	4.652020	51.861885	1	2	9	348
47.689360	20.273404	67.962764	10	5	9	85
47.741454	3.291668	51.033121	1	9	7	58
47.792904	0.207908	48.000812	2	5	2	377
47.979079	25.022199	73.001278	8	2	6	215
48.305986	19.986381	68.292367	10	7	4	127
48.780295	3.242102	52.022397	8	5	1	297
48.935839	7.412614	56.348453	3	9	2	207
48.988286	1.155098	50.143384	11	2	10	63
48.997974	0.980838	49.978812	6	4	6	380
49.164779	18.168687	67.333466	4	7	5	236
49.255596	5.280832	54.536429	11	7	5	331
49.316933	10.838711	60.155644	11	3	8	7
49.580071	28.682288	78.262359	1	6	3	135
49.593169	2.812105	52.405274	4	9	2	136
49.668558	0.132472	49.801030	8	11	9	308
49.669827	0.244448	49.914275	4	0	4	376
49.740089	12.357583	62.097672	9	4	1	125
49.746528	25.843101	75.589628	10	8	5	35
49.760582	6.298537	56.059119	6	3	2	245
49.774474	4.701783	54.476257	6	10	9	143
49.890870	7.827665	57.718536	11	1	4	137
50.043159	19.584058	69.627217	8	7	3	349
50.140443	10.559951	60.700393	8	0	8	61
50.504301	2.652423	53.156723	10	3	4	141
50.556500	14.897909	65.454409	4	7	3	325
50.593886	1.445790	52.039676	10	0	2	390
50.819386	1.809944	52.629330	5	9	10	341
50.847506	9.485099	60.332606	9	1	9	179
51.214492	2.728373	53.942865	8	10	9	249
51.215851	12.200295	63.416146	8	6	7	267
51.605020	4.300425	55.905445	5	10	1	337
51.609922	3.249326	54.859248	4	5	5	152
51.856336	68.293194	120.149529	0	10	8	48
51.939685	0.414640	52.354325	11	5	3	227
52.490444	10.379571	62.870015	2	11	9	146
52.498962	0.394683	52.893645	5	0	4	130
52.588641	14.279928	66.868569	3	6	3	354
52.975704	2.614816	55.590520	5	7	3	356
53.057976	0.941259	53.999235	0	11	6	318
53.168268	10.454025	63.622293	8	9	8	225
53.300479	13.190142	66.490621	4	9	3	38
53.367827	11.334998	64.702825	0	3	3	147
53.477568	0.532963	54.010531	3	11	9	124
53.575105	3.485749	57.060854	7	3	2	49
53.832242	5.998178	59.830419	2	6	10	5
53.837409	3.384187	57.221597	9	6	3	129
53.874059	16.634373	70.508431	0	8	7	349
54.207836	1.405446	55.613282	2	5	7	216
54.453356	9.472123	63.925479	2	8	2	137
54.520931	44.409230	98.930160	11	10	1	318
54.628479	23.284830	77.913308	10	2	6	383
54.664576	2.512307	57.176882	6	0	1	261
54.687732	0.000819	54.688551	0	6	8	3
54.756960	39.423452	94.180413	0	7	3	246
54.805400	21.431312	76.236712	5	9	8	271
54.902760	25.191561	80.094321	6	11	4	211
54.911752	5.370046	60.281797	5	8	1	215
55.318969	13.649849	68.968818	1	3	10	198
55.794954	2.393129	58.188084	7	0	2	194
55.928050	4.980806	60.908857	3	11	9	176
56.013392	19.074940	75.088332	8	6	8	176
56.054546	1.365213	57.419758	4	1	9	55
56.241313	22.430469	78.671782	11	7	3	261
56.369572	6.861874	63.231446	1	3	7	167
56.389291	5.552925	61.942217	8	0	4	10
56.657991	3.647739	60.305731	10	0	4	176
56.850102	24.870945	81.721047	8	10	6	69
57.182517	7.290303	64.472820	10	11	9	23
57.326251	16.297752	73.624003	7	4	6	275
57.431852	19.494790	76.926642	6	2	3	278
57.492041	25.559605	83.051646	5	4	9	39
57.791932	3.615163	61.407094	5	0	4	369
58.015309	4.152289	62.167598	8	5	3	210
58.020450	9.040506	67.060956	6	3	7	99
58.023419	5.821858	63.845277	5	2	5	73
58.075902	27.007152	85.083054	10	2	1	208
58.260752	5.067739	63.328491	8	2	2	325
58.745671	6.496626	65.242297	1	2	6	99
58.763783	9.602063	68.365846	11	9	3	107
58.863975	5.187561	64.051536	4	7	9	62
58.917250	48.899812	107.817062	7	8	9	82
59.306551	1.040850	60.347401	0	3	1	397
59.511652	2.492351	62.004004	1	7	2	241
59.714118	3.895747	63.609865	3	7	7	143
59.784386	1.598435	61.382821	5	2	7	191
59.843923	3.343814	63.187737	7	4	2	106
59.879411	15.107031	74.986442	11	1	7	289
59.885859	7.400124	67.285983	6	9	8	267
60.108128	0.345435	60.453563	0	4	7	321
60.294363	40.525839	100.820203	6	0	6	338
61.202413	9.571296	70.773709	10	9	7	100
61.835177	0.607478	62.442655	11	5	10	146
61.925249	10.822531	72.747781	1	0	4	278
62.088058	4.754092	66.842150	7	10	9	193
62.409855	1.458045	63.867900	11	8	7	161
62.620385	8.293440	70.913826	9	5	8	43
62.651958	12.985764	75.637722	7	6	7	70
62.718494	11.120824	73.839318	9	1	8	57
62.733860	2.843718	65.577578	11	9	4	20
63.076108	7.441589	70.517696	10	5	10	356
63.179646	7.714622	70.894268	6	11	8	140
63.208491	12.616138	75.824629	0	6	4	94
63.332250	4.460799	67.793048	6	1	7	118
63.439213	15.981647	79.420860	4	7	4	114
63.488482	9.886514	73.374996	8	6	4	154
63.501875	0.390856	63.892731	6	10	9	8
63.625591	7.907138	71.532729	7	2	6	177
63.707214	19.798648	83.505863	8	0	3	5
63.871637	8.383444	72.255082	0	2	9	103
63.953227	1.933764	65.886991	0	7	9	322
64.165646	7.141183	71.306829	9	6	2	71
64.254841	14.144710	78.399551	9	6	6	101
64.346298	1.166520	65.512819	11	4	4	129
64.578827	16.988107	81.566934	6	11	3	377
64.636232	1.833000	66.469232	11	10	3	182
64.652220	7.637338	72.289558	0	2	7	221
64.655465	4.873427	69.528892	8	11	5	294
64.811805	2.858488	67.670292	10	5	4	342
64.919405	10.425132	75.344537	0	7	9	2
65.054701	0.381091	65.435792	0	6	1	361
65.081310	14.273072	79.354382	9	6	3	169
65.097600	7.485344	72.582944	5	4	4	342
65.099228	20.856303	85.955531	3	5	8	182
65.147193	7.354668	72.501861	6	11	9	243
65.246237	0.356615	65.602853	11	2	10	39
65.301569	1.550189	66.851757	1	10	2	291
65.365493	15.876989	81.242482	9	1	1	119
65.626056	6.772267	72.398322	8	1	1	373
65.673622	5.831800	71.505422	6	3	10	326
65.753792	3.833633	69.587425	0	2	2	383
65.923889	3.348424	69.272313	8	0	7	303
65.980009	33.780566	99.760575	1	3	10	0
66.088130	5.673419	71.761549	1	9	3	39
66.308479	21.541912	87.850391	1	2	8	388
66.640278	10.445876	77.086154	8	1	4	232
66.657954	19.549444	86.207397	1	3	10	144
66.948138	19.135851	86.083989	2	0	6	285
67.023416	31.306825	98.330241	9	4	6	236
67.056609	11.971370	79.027979	7	10	2	201
67.124897	16.367934	83.492830	0	6	6	359
67.559747	13.209857	80.769605	4	9	2	181
67.635135	9.294439	76.929574	2	7	6	241
67.679426	12.635605	80.315031	11	9	8	196
67.790924	12.579026	80.369950	7	4	1	125
67.821438	0.417681	68.239119	4	5	8	334
67.830205	7.258994	75.089199	7	1	10	367
67.845535	15.733537	83.579072	3	8	6	56
67.860759	2.783421	70.644180	5	9	10	374
67.879066	6.257652	74.136718	10	0	2	273
67.895673	5.709043	73.604715	8	9	8	25
68.009460	5.154817	73.164277	8	11	9	374
68.031765	1.299259	69.331024	3	7	10	232
68.078892	7.459396	75.538287	0	10	1	60
68.331222	5.910390	74.241612	5	2	2	242
68.402598	10.888385	79.290983	7	6	8	246
68.524963	7.972042	76.497006	8	5	3	16
68.545977	0.279293	68.825271	2	5	8	363
68.569705	0.324385	68.894090	10	7	1	299
68.574342	12.085158	80.659500	6	1	3	117
68.594903	12.295680	80.890582	0	5	1	80
68.631186	32.173553	100.804739	8	5	6	272
68.652831	20.931728	89.584560	11	1	8	238
68.663152	6.312240	74.975392	10	3	5	330
68.677436	9.832495	78.509932	9	8	8	291
