t_req	t_hold	t_exp	source	dest	lp_size	slot_indx
10.424022	0.826925	11.250947	8	11	9	234
10.456554	5.592236	16.048790	6	4	1	156
10.517508	2.288383	12.805891	1	7	1	306
10.618682	5.989949	16.608631	0	2	6	120
10.656346	7.935502	18.591848	4	1	8	264
10.953663	0.979731	11.933394	1	5	10	283
11.227164	3.522004	14.749167	2	1	1	145
11.251336	26.253313	37.504649	10	8	4	85
11.308641	8.416558	19.725199	3	2	4	247
11.338468	6.114050	17.452518	1	9	3	197
11.366406	14.004987	25.371393	3	1	7	133
11.369538	13.542615	24.912153	6	10	6	149
11.447912	0.497987	11.945898	1	8	2	237
11.506122	12.333927	23.840049	4	8	10	332
11.510526	18.278635	29.789161	7	2	4	155
11.537745	1.814474	13.352219	10	0	10	160
11.736817	15.186741	26.923558	1	5	6	115
11.759638	3.376242	15.135880	1	11	3	83
11.772683	3.659604	15.432287	8	1	8	193
11.828705	10.944055	22.772761	0	3	1	102
12.182375	1.180993	13.363368	7	4	8	29
12.205470	10.932441	23.137911	7	6	5	206
12.298400	21.879786	34.178186	7	3	8	43
12.417891	11.917520	24.335411	7	9	4	312
12.440502	5.804042	18.244543	8	6	5	76
12.549064	5.766350	18.315414	10	6	5	344
12.587274	14.485788	27.073062	10	3	1	81
12.670650	8.338862	21.009512	11	6	6	354
12.754303	0.887265	13.641568	2	5	1	142
12.818252	8.738806	21.557058	8	7	6	266
12.826137	16.865550	29.691687	2	3	6	31
12.976441	4.110804	17.087245	1	10	3	25
13.008675	26.252255	39.260931	5	0	1	72
13.025878	13.891665	26.917543	4	9	4	72
13.029347	8.534658	21.564005	1	5	9	279
13.103829	13.928920	27.032749	0	11	3	343
13.198150	0.824570	14.022720	5	6	4	89
13.199544	19.617586	32.817130	6	2	5	218
13.259346	17.231897	30.491243	11	1	1	50
13.280748	24.065206	37.345954	9	7	4	359
13.367092	1.376900	14.743992	2	7	9	340
13.383059	0.853184	14.236243	0	8	6	282
13.480910	1.489822	14.970732	1	3	3	110
13.521657	5.097907	18.619563	6	7	5	49
13.751685	5.521805	19.273490	6	9	9	36
13.764014	8.260351	22.024365	1	5	3	303
13.798775	1.303861	15.102636	2	5	10	284
13.808812	2.248945	16.057757	8	3	6	373
14.024328	16.694233	30.718561	3	2	2	18
14.199189	6.310884	20.510073	10	6	2	161
14.224050	16.499381	30.723431	5	1	6	47
14.313946	0.074541	14.388487	11	8	6	6
14.455570	8.020534	22.476104	9	10	1	94
14.523081	26.872502	41.395584	4	5	2	240
14.585938	8.726937	23.312875	1	4	1	389
14.609011	2.307924	16.916935	0	9	3	50
14.617155	12.649889	27.267043	0	10	7	94
14.806748	4.764014	19.570762	6	8	6	294
14.998979	11.037774	26.036754	4	2	8	121
15.082535	0.297581	15.380117	1	8	1	183
15.117039	10.103277	25.220316	8	2	1	337
15.152836	0.327277	15.480113	8	4	2	350
15.260709	13.656319	28.917028	1	0	1	65
15.450217	6.403897	21.854113	3	4	1	392
15.631978	1.298289	16.930267	7	9	8	238
15.758108	7.822755	23.580863	11	2	1	189
15.843717	0.691084	16.534801	4	3	3	291
15.851041	10.594826	26.445867	2	0	10	321
15.865733	55.432791	71.298523	6	10	8	17
16.056419	14.670591	30.727010	8	1	9	138
16.134126	8.527858	24.661985	10	8	5	107
16.134896	1.082929	17.217825	4	1	5	9
16.143813	12.034199	28.178011	9	11	7	309
16.234576	10.822505	27.057081	8	2	7	376
16.234999	0.503434	16.738433	9	7	2	10
16.249609	15.716572	31.966181	1	8	9	160
16.315917	7.312990	23.628907	4	6	2	182
16.414027	5.548954	21.962981	2	10	2	316
16.501980	15.520523	32.022503	10	5	6	73
16.523143	5.302960	21.826102	6	0	7	312
16.626927	6.559020	23.185948	9	5	10	51
16.649496	2.004393	18.653889	4	0	3	154
16.682299	3.876039	20.558338	6	4	10	61
16.796662	18.677748	35.474410	9	0	1	35
16.884060	2.069058	18.953118	8	7	8	150
17.041723	5.400675	22.442397	5	0	10	388
17.131041	45.130020	62.261060	3	1	5	32
17.201044	2.699729	19.900773	10	3	4	297
17.209241	24.868966	42.078207	5	8	2	129
17.247442	25.058950	42.306392	5	7	10	338
17.273122	0.957362	18.230485	7	3	6	166
17.296430	6.229734	23.526165	2	6	2	104
17.597456	6.975897	24.573353	7	3	5	0
17.639072	3.763952	21.403024	3	4	6	216
17.824576	0.484967	18.309544	6	2	9	82
17.907688	2.766573	20.674260	7	0	6	386
18.039673	1.004057	19.043731	10	7	4	23
18.097876	2.721367	20.819243	8	1	2	97
18.169556	16.491724	34.661280	8	5	3	92
18.226080	22.535882	40.761962	2	1	9	348
18.244181	0.441848	18.686030	10	8	7	126
18.350995	3.594600	21.945595	11	2	3	204
18.378460	39.415650	57.794110	4	5	8	282
18.380511	7.754529	26.135040	7	3	1	301
18.466925	9.843270	28.310195	9	0	8	103
18.483170	0.055608	18.538778	11	0	9	79
18.718260	6.634126	25.352385	7	11	9	72
18.974723	44.506083	63.480806	1	9	5	243
19.180016	4.703005	23.883021	11	8	1	133
19.218540	1.020750	20.239290	9	4	6	95
19.219838	6.197271	25.417109	2	10	1	142
19.439465	32.969581	52.409046	10	8	7	250
19.486043	4.182930	23.668973	8	5	4	362
19.769447	16.040660	35.810107	2	11	8	108
20.045591	16.036861	36.082453	0	1	5	233
20.205373	2.335074	22.540448	9	8	9	155
20.234438	5.858504	26.092942	2	0	5	338
20.274962	12.573781	32.848743	11	3	3	155
20.433690	5.285141	25.718831	6	3	5	125
20.465452	2.119650	22.585101	3	9	3	49
20.480928	34.263400	54.744329	5	10	7	145
20.548740	10.519683	31.068423	3	6	6	120
20.778014	20.058926	40.836940	11	3	4	112
20.877250	0.255664	21.132914	1	11	9	183
20.947592	3.104811	24.052403	1	7	3	354
20.956111	6.972980	27.929091	8	0	1	312
21.035656	0.698310	21.733966	7	0	9	143
21.419870	49.666080	71.085950	5	6	7	375
21.432446	2.697929	24.130376	6	11	2	84
21.493321	4.688718	26.182039	11	3	4	136
21.668205	2.408136	24.076342	11	10	6	255
21.780708	1.114299	22.895007	9	3	5	273
21.880214	2.645905	24.526119	3	2	7	353
21.981238	3.575469	25.556708	8	5	5	204
22.018363	10.063311	32.081673	5	6	3	6
22.047326	3.302205	25.349531	8	3	5	394
22.185441	4.498509	26.683949	8	5	8	167
22.323885	0.059606	22.383490	0	11	10	267
22.492047	4.552634	27.044681	5	10	9	13
22.695765	7.633250	30.329015	4	2	8	259
22.755440	1.767561	24.523000	5	7	8	236
22.813455	9.098940	31.912395	9	7	3	385
22.946867	3.469403	26.416270	1	10	2	108
23.034344	9.998096	33.032440	10	0	9	380
23.135223	0.265458	23.400682	1	2	8	138
23.267608	21.856332	45.123940	0	8	8	297
23.451552	0.162499	23.614051	6	11	6	289
23.485925	1.357716	24.843642	7	1	5	60
23.525170	15.013123	38.538293	11	6	10	350
23.533395	0.469818	24.003213	8	9	4	290
23.605346	12.413241	36.018587	11	5	2	202
23.608396	35.420518	59.028914	3	8	10	60
23.660613	20.532510	44.193123	8	5	3	234
23.725805	12.384319	36.110124	8	6	7	276
23.753941	31.822967	55.576907	10	5	7	304
23.828410	5.617915	29.446325	2	6	6	54
23.830991	20.626152	44.457143	5	8	8	60
23.834163	4.399908	28.234071	7	1	6	186
23.978276	26.558893	50.537169	8	4	5	242
24.015491	1.610819	25.626310	6	7	7	90
24.026815	28.138944	52.165759	6	8	4	198
24.088370	17.880635	41.969005	6	9	3	206
24.210840	18.711588	42.922429	2	3	3	152
24.231100	1.323013	25.554113	9	10	9	344
24.312369	9.075463	33.387832	11	7	4	388
24.319803	0.165283	24.485086	8	10	5	387
24.324225	12.772045	37.096270	6	8	7	370
24.387384	0.077676	24.465060	4	0	5	23
24.452210	0.886370	25.338580	9	7	1	276
24.536755	2.555356	27.092110	4	11	10	228
24.644668	20.804383	45.449051	7	2	3	221
24.954964	4.518908	29.473872	6	3	1	52
25.015489	7.764417	32.779906	2	5	2	363
25.047990	8.395686	33.443677	4	8	6	364
25.180128	2.554903	27.735031	11	10	2	397
25.206449	8.489751	33.696200	3	4	4	140
25.254614	10.816130	36.070744	3	5	8	384
25.261423	3.541715	28.803138	3	8	5	201
25.263563	5.423625	30.687188	9	3	4	38
25.537511	6.034691	31.572202	0	10	7	205
25.688159	26.934177	52.622336	8	0	1	152
25.787379	8.855039	34.642418	8	10	1	296
25.831200	29.613767	55.444967	5	8	7	156
25.847059	8.120090	33.967149	6	5	4	99
25.861236	6.942707	32.803943	10	1	9	11
25.885237	0.035385	25.920621	3	1	3	71
25.951636	6.556376	32.508012	7	8	8	226
26.056123	26.235482	52.291605	5	3	1	257
26.146072	2.211027	28.357100	9	4	6	172
26.173440	0.534969	26.708409	4	0	7	272
26.431615	5.221881	31.653496	10	7	5	233
26.543200	4.658467	31.201667	4	8	10	370
26.610553	19.459816	46.070368	10	8	3	98
26.689389	0.269716	26.959105	11	2	3	179
26.734725	25.275958	52.010683	11	0	3	104
26.758447	11.422601	38.181048	4	10	10	245
26.795115	23.457640	50.252754	6	3	4	32
26.913297	9.352928	36.266225	8	10	8	59
26.914505	16.710650	43.625155	5	1	7	383
26.924786	4.087864	31.012651	7	11	9	338
26.928711	4.301158	31.229869	1	0	8	297
26.932176	4.940902	31.873078	0	7	4	51
27.093360	14.056692	41.150051	10	2	4	342
27.194713	4.609110	31.803823	11	1	5	381
27.248278	2.773619	30.021898	5	9	9	307
27.256858	27.752861	55.009719	1	3	5	326
27.313235	23.860872	51.174106	6	5	7	346
27.366689	4.289343	31.656032	3	8	10	82
27.382538	10.068668	37.451207	4	1	10	327
27.429947	3.199879	30.629826	4	5	4	210
27.472308	2.308168	29.780476	3	2	5	306
27.552035	4.099846	31.651881	5	10	10	114
27.636044	3.961584	31.597628	4	11	3	79
27.639908	21.394132	49.034040	7	1	6	357
27.679023	17.276800	44.955823	3	2	9	284
27.760950	12.365760	40.126710	0	11	7	110
27.819237	32.026390	59.845627	9	0	2	186
27.981016	5.491219	33.472235	5	8	1	152
28.070597	2.810813	30.881410	6	2	10	271
28.085418	1.248814	29.334233	5	1	1	256
28.091517	3.581809	31.673326	7	2	3	115
28.177216	1.569623	29.746840	5	9	4	98
28.179456	0.967159	29.146614	8	10	3	4
28.252901	9.236482	37.489383	7	2	9	297
28.487672	4.528515	33.016187	9	10	6	141
28.559071	8.314220	36.873291	10	4	1	226
28.600013	2.123714	30.723727	6	3	1	89
28.685915	11.298115	39.984030	0	9	6	136
28.736995	2.427157	31.164151	9	3	8	323
28.802729	3.257628	32.060357	8	7	4	16
29.039240	13.538675	42.577915	8	10	3	358
29.079900	8.203850	37.283751	10	11	6	349
29.350658	4.077223	33.427881	8	7	4	308
29.547123	7.830473	37.377596	8	3	10	363
29.565281	11.841202	41.406483	2	1	8	41
29.571271	24.319210	53.890481	1	7	7	50
29.580123	8.692001	38.272125	8	2	4	101
29.581656	2.648597	32.230252	11	0	4	178
29.589923	13.731714	43.321637	0	9	9	345
29.685662	15.040380	44.726042	1	4	2	389
29.691817	2.236453	31.928270	7	10	10	386
29.723830	17.179936	46.903766	6	8	1	104
29.879123	6.253668	36.132791	1	11	2	28
29.881086	15.130677	45.011762	2	0	2	290
30.021463	2.711242	32.732705	11	3	3	68
30.049054	4.043362	34.092415	1	6	2	363
30.059533	30.725511	60.785044	11	5	2	85
30.158962	10.724040	40.883002	1	9	3	33
30.241579	14.822672	45.064251	7	9	5	242
30.416530	11.659526	42.076057	11	4	10	231
30.527221	2.285382	32.812604	8	0	4	21
30.662804	6.361786	37.024591	7	6	10	324
30.690416	16.552927	47.243343	11	8	10	46
30.706693	11.240382	41.947075	9	4	5	244
30.822423	0.060461	30.882884	8	5	1	197
30.959440	0.914661	31.874101	5	6	7	93
31.347524	4.258638	35.606163	6	0	5	107
31.391864	28.889525	60.281389	0	5	7	82
31.430634	6.756816	38.187450	3	10	7	179
31.555464	3.149522	34.704986	0	8	2	367
31.590192	4.469494	36.059686	10	11	4	199
31.812703	2.365488	34.178191	7	2	7	3
31.975607	5.467984	37.443590	0	11	4	167
32.022303	2.459459	34.481761	9	6	8	71
32.138118	18.691969	50.830087	7	6	2	313
32.255171	6.093036	38.348207	9	2	10	345
32.264241	3.282291	35.546532	0	11	6	199
32.458278	27.014468	59.472746	9	10	1	388
32.516920	3.773900	36.290820	4	6	2	84
32.662865	24.047802	56.710667	10	4	4	57
32.695009	0.443889	33.138898	8	0	4	172
32.883242	12.279754	45.162996	7	3	8	116
32.924324	6.614335	39.538659	2	8	7	268
32.925232	5.873847	38.799079	9	10	10	282
33.121724	0.369995	33.491719	8	9	10	221
33.129702	0.415339	33.545041	2	6	2	393
33.161756	4.045959	37.207715	9	5	5	297
33.411504	29.397214	62.808718	7	11	8	66
33.662166	9.614450	43.276616	10	1	7	4
33.733166	4.602511	38.335677	9	4	6	215
33.816435	9.466908	43.283343	0	1	8	94
33.866020	2.308375	36.174395	3	7	3	135
33.894938	1.804031	35.698970	3	8	3	4
33.928145	4.491306	38.419452	7	10	10	275
34.021172	19.903569	53.924741	5	0	10	309
34.137492	7.121297	41.258789	8	9	4	330
34.268175	3.522583	37.790758	11	9	3	301
34.398078	30.007775	64.405853	3	5	9	40
34.406048	16.926352	51.332400	10	3	3	182
34.462885	3.900455	38.363340	10	11	2	143
34.467825	35.790657	70.258482	11	1	1	73
34.534280	43.701849	78.236129	0	10	2	287
34.582827	5.253644	39.836470	3	8	6	394
34.765045	10.668901	45.433946	2	7	1	395
34.801061	5.202923	40.003984	2	7	2	380
34.811436	2.975279	37.786715	7	8	7	57
34.824295	0.862691	35.686986	7	4	5	185
34.943748	3.059959	38.003707	6	3	4	301
35.023990	3.167400	38.191390	4	11	1	16
35.032874	5.085600	40.118474	8	11	1	398
35.040195	2.044273	37.084469	6	4	1	337
35.140796	30.751739	65.892535	11	5	10	167
35.147091	1.085655	36.232747	3	6	2	214
35.290857	9.813855	45.104712	0	1	9	2
35.392940	5.828541	41.221482	1	9	1	314
35.400011	5.508112	40.908123	9	8	6	372
35.407399	4.652020	40.059419	1	2	9	361
35.767020	20.273404	56.040424	10	5	9	108
35.806090	3.291668	39.097758	1	9	7	63
35.844678	0.207908	36.052586	2	5	2	91
35.984309	25.022199	61.006508	8	2	6	228
36.229490	19.986381	56.215871	10	7	4	136
36.585221	3.242102	39.827323	8	5	1	302
36.701879	7.412614	44.114493	3	9	2	215
36.741214	1.155098	37.896313	11	2	10	63
36.748480	0.980838	37.729318	6	4	6	62
36.873584	18.168687	55.042271	5	7	1	324
36.941697	5.280832	42.222529	1	10	9	124
36.987700	10.838711	47.826411	10	5	9	385
37.185053	28.682288	65.867341	0	6	9	48
37.194877	2.812105	40.006982	2	11	2	346
37.251419	0.132472	37.383891	2	7	9	143
37.252370	0.244448	37.496818	6	11	6	127
37.305066	12.357583	49.662649	8	11	2	259
37.309896	25.843101	63.152996	5	3	2	271
37.320437	6.298537	43.618974	6	10	9	164
37.330855	4.701783	42.032638	11	1	4	133
37.418153	7.827665	45.245818	8	7	3	364
37.532369	19.584058	57.116427	8	0	8	61
37.605332	10.559951	48.165283	10	3	4	128
37.878225	2.652423	40.530648	4	7	3	321
37.917375	14.897909	52.815284	10	0	2	383
37.945414	1.445790	39.391205	5	9	10	362
38.114539	1.809944	39.924483	10	1	9	280
38.135630	9.485099	47.620729	7	10	9	231
38.410869	2.728373	41.139242	8	6	7	264
38.411888	12.200295	50.612183	5	10	1	358
38.703765	4.300425	43.004190	4	5	5	146
38.707442	3.249326	41.956768	0	10	8	102
38.892252	68.293194	107.185446	11	5	3	223
38.954764	0.414640	39.369404	2	11	9	173
39.367833	10.379571	49.747404	5	0	4	136
39.374221	0.394683	39.768904	3	6	3	354
39.441480	14.279928	53.721409	5	7	3	76
39.731778	2.614816	42.346594	0	2	2	252
39.793482	0.941259	40.734741	11	1	4	354
39.876201	10.454025	50.330226	4	9	3	38
39.975359	13.190142	53.165501	0	3	3	182
40.025870	11.334998	51.360868	3	11	9	122
40.108176	0.532963	40.641139	7	3	2	49
40.181328	3.485749	43.667077	2	6	10	5
40.374181	5.998178	46.372359	9	6	3	126
40.378057	3.384187	43.762244	0	8	7	378
40.405544	16.634373	57.039917	2	5	7	224
40.655877	1.405446	42.061323	2	8	2	146
40.840017	9.472123	50.312140	11	10	1	317
40.890698	44.409230	85.299928	10	2	6	191
40.971359	23.284830	64.256189	6	0	1	277
40.998432	2.512307	43.510738	0	6	8	14
41.015799	0.000819	41.016618	0	7	3	294
41.067720	39.423452	80.491173	5	9	8	366
41.104050	21.431312	62.535362	6	11	4	241
41.177070	25.191561	66.368631	5	8	1	232
41.183814	5.370046	46.553859	1	3	10	204
41.489227	13.649849	55.139076	7	0	2	186
41.846216	2.393129	44.239345	3	11	9	191
41.946038	4.980806	46.926844	8	6	8	186
42.010044	19.074940	61.084984	4	1	9	55
42.040909	1.365213	43.406122	11	7	3	262
42.180985	22.430469	64.611454	1	3	7	173
42.277179	6.861874	49.139053	8	0	4	10
42.291968	5.552925	47.844894	10	0	4	206
42.493494	3.647739	46.141233	8	10	6	69
42.637576	24.870945	67.508521	10	11	9	34
42.886888	7.290303	50.177191	7	4	6	307
42.994688	16.297752	59.292440	6	2	3	305
43.073889	19.494790	62.568679	5	4	9	39
43.119031	25.559605	68.678635	5	0	4	30
43.343949	3.615163	46.959111	8	5	3	215
43.511481	4.152289	47.663770	6	3	7	106
43.515337	9.040506	52.555844	5	2	5	100
43.517564	5.821858	49.339422	10	2	1	216
43.556927	27.007152	70.564078	8	2	2	324
43.695564	5.067739	48.763303	1	2	6	99
44.059253	6.496626	50.555879	11	9	3	109
44.072838	9.602063	53.674900	4	7	9	79
44.147981	5.187561	49.335543	7	8	9	82
44.187937	48.899812	93.087749	0	3	1	274
44.479913	1.040850	45.520763	4	8	10	209
44.633739	2.492351	47.126091	8	9	8	35
44.785588	3.895747	48.681336	8	0	9	90
44.838290	1.598435	46.436725	7	3	3	17
44.882943	3.343814	48.226756	4	11	9	306
44.909558	15.107031	60.016590	0	4	7	345
44.914394	7.400124	52.314518	6	0	6	372
45.081096	0.345435	45.426531	10	9	7	78
45.220773	40.525839	85.746612	11	5	10	189
45.901810	9.571296	55.473106	1	0	4	270
46.376382	0.607478	46.983861	7	10	9	191
46.443937	10.822531	57.266468	11	8	7	182
46.566044	4.754092	51.320136	9	5	8	43
46.807391	1.458045	48.265436	7	6	7	56
46.965289	8.293440	55.258730	9	1	8	57
46.988968	12.985764	59.974732	11	9	4	20
47.038871	11.120824	58.159695	10	5	10	359
47.050395	2.843718	49.894113	3	2	8	168
47.307081	7.441589	54.748669	0	6	4	95
47.384735	7.714622	55.099356	6	1	7	136
47.406368	12.616138	60.022506	4	7	4	126
47.499187	4.460799	51.959986	8	6	4	185
47.579410	15.981647	63.561057	6	10	9	8
47.616362	9.886514	57.502875	7	2	6	165
47.626407	0.390856	48.017262	8	0	3	5
47.719193	7.907138	55.626331	0	2	9	102
47.780411	19.798648	67.579059	0	7	9	317
47.903728	8.383444	56.287173	9	6	2	71
47.964921	1.933764	49.898684	9	6	6	101
48.124235	7.141183	55.265418	11	4	4	134
48.191131	14.144710	62.335841	6	11	3	383
48.259724	1.166520	49.426244	11	10	3	206
48.434120	16.988107	65.422227	0	2	7	220
48.477174	1.833000	50.310174	8	11	5	331
48.489165	7.637338	56.126503	10	5	4	389
48.491599	4.873427	53.365025	0	7	9	2
48.608854	2.858488	51.467341	0	6	1	363
48.689553	10.425132	59.114686	9	6	3	169
48.791026	0.381091	49.172117	5	4	4	208
48.810982	14.273072	63.084055	6	4	8	190
48.823200	7.485344	56.308544	6	11	9	73
48.824421	20.856303	69.680724	10	2	10	44
48.860395	7.354668	56.215063	1	10	2	292
48.934678	0.356615	49.291294	9	1	1	119
48.976177	1.550189	50.526365	8	1	1	378
49.024120	15.876989	64.901109	6	3	10	334
49.219542	6.772267	55.991808	0	2	2	388
49.255217	5.831800	55.087017	8	0	7	307
49.315344	3.833633	53.148977	1	3	10	0
49.442917	3.348424	52.791341	1	9	3	39
49.485007	33.780566	83.265572	1	2	8	229
49.566097	5.673419	55.239516	9	0	4	225
49.731359	21.541912	71.273272	1	3	10	147
49.980208	10.445876	60.426085	2	0	6	297
49.993465	19.549444	69.542909	9	4	6	235
50.211104	19.135851	69.346955	7	10	2	177
50.267562	31.306825	81.574387	0	6	6	391
50.292457	11.971370	62.263827	4	9	2	205
50.343673	16.367934	66.711606	2	7	6	253
50.669810	13.209857	63.879668	11	9	8	250
50.726351	9.294439	60.020791	7	4	1	109
50.759569	12.635605	63.395174	4	5	8	381
50.843193	12.579026	63.422219	7	1	10	317
50.866079	0.417681	51.283759	3	8	6	54
50.872653	7.258994	58.131647	5	9	10	123
50.884151	15.733537	66.617688	10	0	2	302
50.895570	2.783421	53.678990	8	9	8	17
50.909300	6.257652	57.166951	8	11	9	249
50.921755	5.709043	56.630797	2	10	9	364
51.007095	5.154817	56.161912	10	11	2	122
51.023824	1.299259	52.323083	3	4	5	265
51.059169	7.459396	58.518565	7	2	6	252
51.248417	5.910390	57.158807	0	3	10	22
51.301948	10.888385	62.190333	2	5	8	207
51.393722	7.972042	59.365765	10	7	1	344
51.409483	0.279293	51.688777	6	1	3	146
51.427279	0.324385	51.751664	0	5	1	90
51.430756	12.085158	63.515914	8	5	6	242
51.446177	12.295680	63.741857	11	1	8	302
51.473389	32.173553	83.646942	10	3	5	90
51.489624	20.931728	72.421352	10	8	8	333
51.497364	6.312240	57.809604	3	8	1	335
51.508077	9.832495	61.340573	3	4	1	234
