t_req	t_hold	t_exp	source	dest	lp_size	slot_indx
17.167465	16.449028	33.616494	4	1	3	186
17.168462	5.014861	22.183323	5	10	10	219
17.270587	13.133154	30.403741	7	1	2	41
17.347769	1.756268	19.104037	11	7	1	385
17.383650	9.180387	26.564037	2	1	6	29
17.401890	20.089045	37.490935	0	3	4	361
17.460734	41.057054	58.517788	8	0	3	116
17.869751	0.826925	18.696676	8	11	9	216
17.925520	5.592236	23.517756	6	4	1	151
18.030014	2.288383	20.318397	1	7	1	313
18.203455	5.989949	24.193404	0	2	6	108
18.268023	7.935502	26.203524	4	1	8	234
18.777708	0.979731	19.757439	1	5	10	299
19.246567	3.522004	22.768570	2	1	1	128
19.288004	26.253313	45.541317	10	8	4	85
19.386241	8.416558	27.802799	3	2	4	245
19.437374	6.114050	25.551424	1	9	3	194
19.485267	14.004987	33.490254	3	1	7	133
19.490636	13.542615	33.033251	6	10	6	138
19.624992	0.497987	20.122978	1	8	2	235
19.724780	12.333927	32.058707	4	8	10	298
19.732331	18.278635	38.010966	7	2	4	145
19.778991	1.814474	21.593465	10	0	10	160
20.120257	15.186741	35.306999	1	5	6	109
20.159380	3.376242	23.535622	1	11	3	83
20.181742	3.659604	23.841346	8	1	8	193
20.277781	10.944055	31.221836	0	3	1	85
20.884072	1.180993	22.065064	7	4	8	29
20.923664	10.932441	31.856104	7	6	5	209
21.082972	21.879786	42.962757	7	3	8	49
21.287813	11.917520	33.205333	7	9	4	314
21.326575	5.804042	27.130616	8	6	5	76
21.512682	5.766350	27.279031	10	6	5	337
21.578185	14.485788	36.063972	10	3	1	81
21.721114	8.338862	30.059976	11	6	6	354
21.864519	0.887265	22.751784	2	5	1	136
21.974146	8.738806	30.712952	8	7	6	266
21.987664	16.865550	38.853214	2	3	6	42
22.245328	4.110804	26.356132	1	10	3	25
22.300586	26.252255	48.552842	5	0	1	72
22.330077	13.891665	36.221741	4	9	4	67
22.336024	8.534658	30.870681	1	5	9	270
22.463706	13.928920	36.392627	0	11	3	331
22.625400	0.824570	23.449969	5	6	4	323
22.627789	19.617586	42.245375	6	2	5	209
22.730308	17.231897	39.962205	11	1	1	50
22.766997	24.065206	46.832203	9	7	4	345
22.915015	1.376900	24.291914	2	7	9	287
22.942387	0.853184	23.795570	0	8	6	264
23.110131	1.489822	24.599954	1	3	3	115
23.179983	5.097907	28.277889	6	7	5	41
23.574317	5.521805	29.096122	6	9	9	49
23.595452	8.260351	31.855803	1	5	3	293
23.655043	1.303861	24.958904	2	5	10	249
23.672249	2.248945	25.921194	8	3	6	359
24.041705	16.694233	40.735938	3	2	2	18
24.341467	6.310884	30.652351	10	6	2	161
24.384085	16.499381	40.883466	5	1	6	33
24.538194	0.074541	24.612735	11	8	6	6
24.780977	8.020534	32.801511	9	10	1	391
24.896711	26.872502	51.769213	4	7	8	253
25.004465	8.726937	33.731402	10	5	9	128
25.044019	2.307924	27.351942	9	11	8	95
25.057979	12.649889	37.707868	3	10	7	93
25.382997	4.764014	30.147011	6	8	6	286
25.712536	11.037774	36.750311	4	2	8	112
25.855775	0.297581	26.153356	1	8	1	180
25.914924	10.103277	36.018201	8	2	1	329
25.976291	0.327277	26.303568	8	4	2	341
26.161215	13.656319	39.817534	1	0	1	65
26.486086	6.403897	32.889982	3	4	1	364
26.797676	1.298289	28.095966	7	9	8	222
27.013899	7.822755	34.836655	11	2	1	189
27.160658	0.691084	27.851742	4	3	3	283
27.173214	10.594826	37.768040	2	0	10	289
27.198399	55.432791	82.631189	6	10	8	17
27.525289	14.670591	42.195880	8	1	9	102
27.658502	8.527858	36.186361	10	8	5	107
27.659822	1.082929	28.742751	4	1	5	9
27.675108	12.034199	39.709306	9	11	7	294
27.830702	10.822505	38.653207	8	2	7	344
27.831427	0.503434	28.334861	9	7	2	10
27.856472	15.716572	43.573044	1	8	9	149
27.970143	7.312990	35.283133	4	6	2	175
28.138331	5.548954	33.687285	2	10	2	319
28.289109	15.520523	43.809632	10	5	6	73
28.325387	5.302960	33.628347	6	0	7	313
28.503304	6.559020	35.062324	9	5	10	40
28.541993	2.004393	30.546386	4	0	3	150
28.598227	3.876039	32.474266	6	4	10	34
28.794278	18.677748	47.472025	9	0	1	35
28.944102	2.069058	31.013160	8	7	8	125
29.214382	5.400675	34.615057	5	0	10	317
29.367498	45.130020	74.497518	3	1	5	23
29.487504	2.699729	32.187233	10	3	4	309
29.501555	24.868966	54.370522	5	8	2	120
29.567044	25.058950	54.625993	5	7	10	352
29.611066	0.957362	30.568429	5	4	4	114
29.651024	6.229734	35.880758	11	5	2	92
30.167068	6.975897	37.142965	7	3	5	0
30.238409	3.763952	34.002361	3	4	6	203
30.556417	0.484967	31.041384	6	2	9	388
30.698893	2.766573	33.465466	7	0	6	349
30.925154	1.004057	31.929211	10	7	4	23
31.024930	2.721367	33.746298	8	1	2	86
31.147810	16.491724	47.639534	8	5	3	79
31.244709	22.535882	53.780590	2	1	9	323
31.275739	0.441848	31.717588	10	8	7	141
31.458848	3.594600	35.053448	11	2	3	208
31.505931	39.415650	70.921581	4	5	8	243
31.509447	7.754529	39.263976	7	3	1	300
31.657586	9.843270	41.500856	9	0	8	92
31.685433	0.055608	31.741042	11	0	9	79
32.088445	6.634126	38.722571	7	11	9	72
32.528097	44.506083	77.034180	1	9	5	243
32.880027	4.703005	37.583032	11	8	1	135
32.946068	1.020750	33.966818	9	4	6	365
32.948293	6.197271	39.145565	2	10	1	134
33.324797	32.969581	66.294378	10	8	7	257
33.404645	4.182930	37.587575	8	5	4	323
33.890480	16.040660	49.931140	2	11	8	99
34.363871	16.036861	50.400732	0	1	5	206
34.637783	2.335074	36.972857	9	8	9	142
34.687608	5.858504	40.546112	2	0	5	338
34.757078	12.573781	47.330859	11	3	3	159
35.029182	5.285141	40.314323	6	3	5	102
35.083632	2.119650	37.203281	3	9	3	40
35.110163	34.263400	69.373563	5	10	7	145
35.226411	10.519683	45.746094	3	6	6	121
35.619453	20.058926	55.678379	11	3	4	117
35.789571	0.255664	36.045235	1	11	9	333
35.910158	3.104811	39.014969	1	3	7	11
35.924762	6.972980	42.897742	8	10	2	380
36.061124	0.698310	36.759434	8	6	9	275
36.719777	49.666080	86.385857	7	6	5	132
36.741337	2.697929	39.439266	7	1	6	360
36.845693	4.688718	41.534411	9	2	4	19
37.145495	2.408136	39.553631	7	11	6	245
37.338357	1.114299	38.452655	9	3	5	237
37.508939	2.645905	40.154843	3	2	7	332
37.682123	3.575469	41.257592	8	5	5	192
37.745764	10.063311	47.809075	5	6	3	6
37.795416	3.302205	41.097621	8	3	5	355
38.032184	4.498509	42.530693	8	5	8	150
38.269516	0.059606	38.329122	0	11	10	329
38.557795	4.552634	43.110429	6	4	8	378
38.907026	7.633250	46.540276	5	9	1	192
39.009325	1.767561	40.776886	8	7	3	348
39.108780	9.098940	48.207720	4	5	10	49
39.337487	3.469403	42.806890	5	7	8	101
39.487447	9.998096	49.485542	0	6	4	218
39.660383	0.265458	39.925841	1	5	1	229
39.887328	21.856332	61.743660	10	4	8	152
40.202660	0.162499	40.365160	11	9	8	27
40.261586	1.357716	41.619303	3	5	2	107
40.328863	15.013123	55.341986	0	4	10	285
40.342962	0.469818	40.812780	8	10	4	27
40.466307	12.413241	52.879548	6	11	6	201
40.471536	35.420518	75.892054	3	8	10	54
40.561052	20.532510	61.093562	8	5	3	232
40.672808	12.384319	53.057127	8	6	7	277
40.721041	31.822967	72.544007	10	5	7	307
40.848703	5.617915	46.466618	2	6	6	43
40.853128	20.626152	61.479280	5	8	8	390
40.858565	4.399908	45.258474	7	1	6	158
41.105616	26.558893	67.664509	8	4	5	360
41.169413	1.610819	42.780233	5	1	3	189
41.188826	28.138944	69.327770	11	3	6	296
41.294348	17.880635	59.174983	2	8	1	11
41.504298	18.711588	60.215886	11	8	3	253
41.539029	1.323013	42.862042	2	3	10	367
41.678346	9.075463	50.753809	11	7	4	369
41.691091	0.165283	41.856374	8	10	5	331
41.698671	12.772045	54.470716	6	8	7	318
41.806944	0.077676	41.884620	4	0	5	23
41.918074	0.886370	42.804444	9	7	1	260
42.063008	2.555356	44.618364	4	11	10	193
42.248002	20.804383	63.052385	7	2	3	204
42.779939	4.518908	47.298847	6	3	1	52
42.883695	7.764417	50.648112	2	5	2	335
42.939412	8.395686	51.335098	4	8	6	337
43.165934	2.554903	45.720837	11	10	2	384
43.211056	8.489751	51.700806	3	4	4	116
43.293625	10.816130	54.109755	3	5	8	336
43.305297	3.541715	46.847012	3	8	5	185
43.308965	5.423625	48.732590	9	3	4	38
43.778591	6.034691	49.813281	0	10	7	192
44.036843	26.934177	70.971020	8	0	1	143
44.206935	8.855039	53.061974	8	10	1	267
44.282058	29.613767	73.895825	5	8	7	94
44.309245	8.120090	52.429335	6	5	4	99
44.333548	6.942707	51.276254	10	1	9	11
44.374691	0.035385	44.410076	3	1	3	67
44.488518	6.556376	51.044895	7	8	8	212
44.667640	26.235482	70.903122	5	3	1	218
44.821838	2.211027	47.032866	9	4	6	159
44.868754	0.534969	45.403724	4	0	7	230
45.311341	5.221881	50.533222	10	7	5	233
45.502629	4.658467	50.161095	4	8	10	320
45.618090	19.459816	65.077906	10	8	3	81
45.753238	0.269716	46.022954	11	2	3	172
45.830957	25.275958	71.106915	11	0	3	101
45.871623	11.422601	57.294225	4	10	10	223
45.934482	23.457640	69.392122	6	3	4	32
46.137080	9.352928	55.490008	8	10	8	59
46.139151	16.710650	62.849801	5	1	7	200
46.156777	4.087864	50.244641	7	11	9	312
46.163504	4.301158	50.464662	1	0	8	261
46.169445	4.940902	51.110346	0	7	4	51
46.445759	14.056692	60.502451	10	2	4	337
46.619508	4.609110	51.228618	11	1	5	375
46.711334	2.773619	49.484954	5	9	9	319
46.726043	27.752861	74.478903	1	3	5	299
46.822688	23.860872	70.683560	6	5	7	332
46.914324	4.289343	51.203667	3	8	10	71
46.941494	10.068668	57.010163	4	1	10	359
47.022766	3.199879	50.222645	4	5	4	236
47.095385	2.308168	49.403553	3	2	5	281
47.232060	4.099846	51.331906	5	10	10	105
47.376076	3.961584	51.337660	4	11	3	91
47.382699	21.394132	68.776832	7	1	6	337
47.449754	17.276800	64.726554	3	2	9	246
47.590201	12.365760	59.955961	0	11	7	110
47.690121	32.026390	79.716511	9	0	2	381
47.967456	5.491219	53.458675	5	8	1	133
48.121024	2.810813	50.931837	6	2	10	242
48.146432	1.248814	49.395246	5	1	1	230
48.156886	3.581809	51.738695	7	2	3	105
48.303800	1.569623	49.873423	5	9	4	68
48.307638	0.967159	49.274797	8	10	3	4
48.433545	9.236482	57.670027	7	2	9	285
48.836010	4.528515	53.364525	9	10	6	129
48.958407	8.314220	57.272628	10	4	1	224
49.028593	2.123714	51.152308	6	3	1	88
49.175854	11.298115	60.473970	0	9	6	136
49.263419	2.427157	51.690576	9	3	8	300
49.376107	3.257628	52.633735	8	7	4	10
49.781554	13.538675	63.320229	8	10	3	330
49.851258	8.203850	58.055108	10	11	6	342
50.315414	4.077223	54.392637	8	7	4	392
50.652210	7.830473	58.482684	5	1	4	270
50.683338	11.841202	62.524540	2	1	8	36
50.693608	24.319210	75.012817	1	7	7	50
50.708783	8.692001	59.400784	8	2	4	95
50.711410	2.648597	53.360007	11	0	4	163
50.725582	13.731714	64.457296	0	9	9	319
50.889707	15.040380	65.930087	1	4	2	364
50.900257	2.236453	53.136710	7	10	10	355
50.955137	17.179936	68.135073	6	8	1	104
51.221355	6.253668	57.475022	1	11	2	28
51.224718	15.130677	66.355395	2	0	2	279
51.465366	2.711242	54.176608	11	3	3	65
51.512663	4.043362	55.556025	1	6	2	338
51.530628	30.725511	82.256139	11	5	2	83
51.701078	10.724040	62.425118	1	9	3	33
51.842707	14.822672	66.665379	7	9	5	222
52.142623	11.659526	63.802150	11	4	10	321
52.332380	2.285382	54.617762	9	0	4	387
52.564807	6.361786	58.926594	7	6	10	300
52.612141	16.552927	69.165068	11	8	10	46
52.640046	11.240382	63.880428	9	4	5	233
52.838439	0.060461	52.898901	8	5	1	186
53.073326	0.914661	53.987987	5	6	7	65
53.738613	4.258638	57.997251	6	0	5	97
53.814624	28.889525	82.704149	0	5	7	72
53.881088	6.756816	60.637903	3	10	7	153
54.095081	3.149522	57.244603	0	8	2	393
54.154615	4.469494	58.624108	3	6	3	77
54.536063	2.365488	56.901551	4	2	7	3
54.815326	5.467984	60.283309	0	11	4	167
54.895376	2.459459	57.354835	9	6	8	63
55.093917	18.691969	73.785886	7	6	2	283
55.294579	6.093036	61.387615	9	2	10	309
55.310127	3.282291	58.592418	0	11	6	199
55.642762	27.014468	82.657230	9	10	1	375
55.743292	3.773900	59.517191	4	6	2	92
55.993482	24.047802	80.041284	10	4	4	45
56.048587	0.443889	56.492476	8	0	4	148
56.371272	12.279754	68.651026	7	3	8	91
56.441699	6.614335	63.056033	2	8	7	252
56.443255	5.873847	62.317102	9	10	10	339
56.780099	0.369995	57.150094	8	9	10	120
56.793774	0.415339	57.209113	2	6	2	361
56.848725	4.045959	60.894684	9	5	5	272
57.276864	29.397214	86.674077	7	11	8	41
57.706571	9.614450	67.321020	10	1	7	4
57.828285	4.602511	62.430795	9	4	6	393
57.971032	9.466908	67.437939	7	2	6	366
58.056034	2.308375	60.364409	3	7	1	149
58.105609	1.804031	59.909640	11	0	8	4
58.162535	4.491306	62.653841	7	10	10	254
58.322010	19.903569	78.225579	4	0	10	228
58.521415	7.121297	65.642712	8	9	4	285
58.745443	3.522583	62.268026	11	9	3	302
58.968133	30.007775	88.975908	3	5	9	33
58.981796	16.926352	75.908148	10	3	3	186
59.079231	3.900455	62.979687	10	11	2	138
59.087700	35.790657	94.878357	11	1	1	81
59.201623	43.701849	102.903472	0	10	2	265
59.284846	5.253644	64.538489	3	8	6	358
59.597220	10.668901	70.266121	2	7	1	365
59.658961	5.202923	64.861884	2	7	2	346
59.676748	2.975279	62.652026	7	8	7	71
59.698792	0.862691	60.561483	7	4	5	196
59.903568	3.059959	62.963526	6	3	4	385
60.041126	3.167400	63.208526	4	11	1	16
60.056355	5.085600	65.141955	8	11	1	366
60.068906	2.044273	62.113180	6	4	1	319
60.241365	30.751739	90.993104	11	5	10	150
60.252157	1.085655	61.337812	3	6	2	208
60.498612	9.813855	70.312467	0	1	9	283
60.673612	5.828541	66.502153	1	9	1	317
60.685733	5.508112	66.193846	9	8	6	325
60.698398	4.652020	65.350418	1	2	9	366
61.314892	20.273404	81.588296	10	5	9	96
61.381869	3.291668	64.673536	1	9	7	58
61.448020	0.207908	61.655928	2	5	2	377
61.687388	25.022199	86.709586	8	2	6	198
62.107697	19.986381	82.094078	10	7	4	129
62.717522	3.242102	65.959624	8	5	1	291
62.917507	7.412614	70.330121	3	9	2	207
62.984939	1.155098	64.140037	11	2	10	63
62.997395	0.980838	63.978233	6	4	6	373
63.211858	18.168687	81.380546	4	7	5	257
63.328624	5.280832	68.609456	11	7	5	311
63.407486	10.838711	74.246197	11	3	8	7
63.745806	28.682288	92.428093	1	6	3	130
63.762646	2.812105	66.574751	4	9	2	134
63.859575	0.132472	63.992047	8	11	9	271
63.861206	0.244448	64.105654	4	0	4	372
63.951542	12.357583	76.309125	9	4	1	125
63.959821	25.843101	89.802922	10	8	5	35
63.977891	6.298537	70.276428	6	3	2	242
63.995752	4.701783	68.697535	6	10	9	133
64.145405	7.827665	71.973070	11	1	4	125
64.341204	19.584058	83.925262	8	7	3	334
64.466284	10.559951	75.026234	8	0	8	61
64.934101	2.652423	67.586523	10	3	4	143
65.001215	14.897909	79.899123	4	7	3	325
65.049282	1.445790	66.495072	10	0	2	381
65.339210	1.809944	67.149155	5	9	10	297
65.375365	9.485099	74.860465	9	1	9	179
65.847204	2.728373	68.575577	8	10	9	227
65.848951	12.200295	78.049246	8	6	7	249
66.349312	4.300425	70.649736	5	10	1	323
66.355614	3.249326	69.604941	4	5	5	152
66.672432	68.293194	134.965625	0	10	8	48
66.779595	0.414640	67.194235	11	5	3	226
67.487713	10.379571	77.867285	2	11	9	146
67.498665	0.394683	67.893348	5	0	4	130
67.613966	14.279928	81.893895	3	6	3	343
68.111620	2.614816	70.726436	5	7	3	345
68.217398	0.941259	69.158657	0	11	6	319
68.359202	10.454025	78.813227	8	9	8	381
68.529188	13.190142	81.719329	4	9	3	38
68.615777	11.334998	79.950775	0	3	3	137
68.756874	0.532963	69.289837	3	11	9	124
68.882277	3.485749	72.368026	7	3	2	58
69.212882	5.998178	75.211060	2	6	10	5
69.219526	3.384187	72.603714	9	6	3	129
69.266647	16.634373	85.901020	0	8	7	323
69.695789	1.405446	71.101235	2	5	7	216
70.011457	9.472123	79.483580	2	8	2	137
70.098339	44.409230	114.507569	11	10	1	302
70.236615	23.284830	93.521445	10	2	6	367
70.283026	2.512307	72.795332	6	0	1	254
70.312798	0.000819	70.313617	0	6	8	3
70.401806	39.423452	109.825258	0	7	3	395
70.464085	21.431312	91.895398	5	9	8	241
70.589263	25.191561	95.780824	6	11	4	200
70.600823	5.370046	75.970869	5	8	1	199
71.124389	13.649849	84.774238	1	3	10	198
71.736370	2.393129	74.129499	7	0	2	186
71.907493	4.980806	76.888300	3	11	9	176
72.017219	19.074940	91.092158	8	6	8	168
72.070130	1.365213	73.435343	4	1	9	55
72.310260	22.430469	94.740729	11	7	3	237
72.475164	6.861874	79.337038	1	3	7	167
72.500517	5.552925	78.053443	8	0	4	10
72.845989	3.647739	76.493728	10	0	4	176
73.092988	24.870945	97.963933	8	10	6	69
73.520379	7.290303	80.810682	10	11	9	23
73.705180	16.297752	90.002932	7	4	6	275
73.840952	19.494790	93.335742	6	2	3	272
73.918338	25.559605	99.477943	5	4	9	39
74.303912	3.615163	77.919075	5	0	4	345
74.591111	4.152289	78.743400	8	5	3	215
74.597721	9.040506	83.638228	6	3	7	89
74.601539	5.821858	80.423397	5	2	5	73
74.669017	27.007152	101.676169	10	2	1	208
74.906681	5.067739	79.974420	8	2	2	314
75.530149	6.496626	82.026775	1	2	6	87
75.553436	9.602063	85.155499	11	9	3	91
75.682254	5.187561	80.869815	4	7	9	62
75.750750	48.899812	124.650562	7	8	9	82
76.251280	1.040850	77.292129	0	3	1	394
76.514982	2.492351	79.007333	1	7	2	233
76.775294	3.895747	80.671042	3	7	7	117
76.865639	1.598435	78.464075	5	2	7	165
76.942187	3.343814	80.286001	7	4	2	106
76.987814	15.107031	92.094845	11	1	7	264
76.996104	7.400124	84.396228	6	9	8	277
77.281879	0.345435	77.627314	0	4	7	312
77.521324	40.525839	118.047164	6	0	6	337
78.688817	9.571296	88.260113	10	9	7	85
79.502370	0.607478	80.109848	11	5	10	135
79.618177	10.822531	90.440709	1	0	4	248
79.827503	4.754092	84.581596	7	10	9	193
80.241242	1.458045	81.699287	11	8	7	140
80.511924	8.293440	88.805365	9	5	8	43
80.552517	12.985764	93.538281	7	6	7	70
80.638064	11.120824	91.758888	9	1	8	57
80.657821	2.843718	83.501538	11	9	4	20
81.097853	7.441589	88.539441	10	5	10	317
81.230974	7.714622	88.945595	6	11	8	140
81.268060	12.616138	93.884198	0	6	4	94
81.427178	4.460799	85.887977	6	1	7	118
81.564703	15.981647	97.546349	4	7	4	351
81.628048	9.886514	91.514562	8	6	4	154
81.645268	0.390856	82.036124	6	10	9	8
81.804331	7.907138	89.711469	7	2	6	177
81.909276	19.798648	101.707924	8	0	3	5
82.120677	8.383444	90.504121	0	2	9	103
82.225578	1.933764	84.159342	0	7	9	300
82.498688	7.141183	89.639871	9	6	2	71
82.613367	14.144710	96.758077	9	6	6	101
82.730955	1.166520	83.897475	11	4	4	124
83.029921	16.988107	100.018028	6	11	3	367
83.103727	1.833000	84.936727	11	10	3	178
83.124283	7.637338	90.761621	0	2	7	379
83.128455	4.873427	88.001882	4	9	7	172
83.329463	2.858488	86.187951	8	7	10	208
83.467806	10.425132	93.892938	2	4	6	31
83.641758	0.381091	84.022849	4	5	10	370
83.675970	14.273072	97.949042	9	8	1	367
83.696914	7.485344	91.182258	9	0	1	42
83.699007	20.856303	104.555311	11	4	8	195
83.760677	7.354668	91.115345	6	11	9	382
83.888020	0.356615	84.244635	10	2	10	40
83.959160	1.550189	85.509348	1	10	2	285
84.041348	15.876989	99.918337	9	1	1	120
84.376357	6.772267	91.148624	8	1	1	375
84.437515	5.831800	90.269314	6	3	10	308
84.540590	3.833633	88.374223	0	3	5	198
84.759286	3.348424	88.107710	9	11	7	378
84.831440	33.780566	118.612006	1	3	10	0
84.970453	5.673419	90.643872	1	9	3	39
85.253759	21.541912	106.795671	1	2	8	359
85.680357	10.445876	96.126234	8	1	4	245
85.703083	19.549444	105.252527	1	3	10	374
86.076178	19.135851	105.212029	2	0	6	296
86.172964	31.306825	117.479789	9	4	6	229
86.215641	11.971370	98.187011	7	10	2	201
86.303439	16.367934	102.671372	0	6	6	314
86.862532	13.209857	100.072389	4	9	2	184
86.959459	9.294439	96.253899	2	7	6	252
87.016404	12.635605	99.652010	11	9	8	177
87.159760	12.579026	99.738786	7	4	1	117
87.198992	0.417681	87.616673	4	5	8	335
87.210263	7.258994	94.469257	7	1	10	339
87.229974	15.733537	102.963510	3	8	6	376
87.249548	2.783421	90.032969	6	9	9	277
87.273085	6.257652	93.530737	0	3	7	341
87.294436	5.709043	93.003479	9	0	1	304
87.440734	5.154817	92.595551	6	10	8	80
87.469412	1.299259	88.768671	2	6	7	196
87.530004	7.459396	94.989399	0	10	1	43
87.854428	5.910390	93.764818	5	2	2	251
87.946197	10.888385	98.834582	7	6	8	220
88.103524	7.972042	96.075566	8	5	3	387
88.130542	0.279293	88.409836	2	9	2	258
88.161050	0.324385	88.485434	5	0	5	385
88.167011	12.085158	100.252169	4	1	3	107
88.193446	12.295680	100.489126	0	5	1	64
88.240096	32.173553	120.413649	8	5	6	231
88.267926	20.931728	109.199655	11	1	8	254
88.281196	6.312240	94.593435	10	3	5	379
88.299561	9.832495	98.132056	9	8	8	282
