t_req	t_hold	t_exp	source	dest	lp_size	slot_indx
5.735931	9.805720	15.541650	8	9	9	347
5.912386	11.229738	17.142124	6	3	10	80
5.956509	18.473299	24.429808	9	10	6	373
5.989489	0.868605	6.858094	0	11	1	338
6.067730	14.425805	20.493535	0	10	1	368
6.082920	2.792727	8.875647	5	11	10	387
6.244968	2.159482	8.404450	11	3	7	198
6.252716	8.497003	14.749719	3	4	7	370
6.686131	1.006080	7.692210	5	8	7	173
6.834079	21.656692	28.490771	6	8	5	116
6.856233	9.868446	16.724679	5	8	10	350
6.856787	12.852420	19.709207	11	6	6	245
7.025776	0.162607	7.188383	4	6	4	27
7.148486	9.024664	16.173150	1	7	7	295
7.279052	8.137007	15.416060	2	6	1	116
7.426574	1.731156	9.157730	10	8	1	391
7.434267	1.661378	9.095645	8	6	8	183
7.478656	11.891812	19.370468	5	7	1	337
7.490971	3.838500	11.329471	11	6	3	11
7.689824	11.775591	19.465414	7	0	9	114
7.787454	8.082960	15.870414	1	9	1	92
7.827636	4.925774	12.753410	0	8	9	278
7.834203	25.920353	33.754555	4	10	3	223
7.871451	18.430738	26.302189	9	0	8	217
7.910783	4.422290	12.333073	7	4	6	303
8.041570	0.445701	8.487272	9	10	1	207
8.143059	3.635098	11.778157	7	10	1	335
8.361285	5.078063	13.439348	2	7	10	7
8.425191	12.206404	20.631595	7	8	1	370
8.437928	53.727138	62.165067	3	10	9	384
8.562841	4.399244	12.962085	10	0	9	227
8.705880	14.377890	23.083770	8	2	4	29
8.788269	8.993769	17.782038	5	1	9	151
8.935658	11.766878	20.702536	1	5	7	354
9.003740	1.638462	10.642202	5	0	1	326
9.077707	5.089545	14.167253	8	3	1	389
9.133489	2.755637	11.889125	9	0	5	252
9.136064	4.207656	13.343720	4	7	1	222
9.147480	7.197543	16.345024	0	5	1	220
9.150674	10.984859	20.135533	5	11	9	20
9.251847	1.119471	10.371318	9	5	5	230
9.289586	1.402913	10.692499	7	11	10	99
9.360630	3.885794	13.246424	4	8	8	177
9.598757	10.834213	20.432969	3	8	9	154
9.627431	18.740953	28.368383	8	5	7	318
9.680259	8.057726	17.737984	9	1	4	212
9.821134	19.272527	29.093661	3	8	3	327
9.847114	4.858693	14.705807	2	10	10	317
9.855125	3.809499	13.664624	7	11	10	377
9.889339	4.373656	14.262994	0	7	10	2
9.906919	1.876338	11.783258	5	7	9	374
10.172414	17.667506	27.839921	1	8	9	371
10.337503	4.135036	14.472539	7	3	1	129
10.437853	8.037884	18.475737	9	8	6	86
10.643005	8.640576	19.283581	0	11	5	142
10.805801	7.371682	18.177483	5	3	2	238
10.826451	0.026917	10.853368	4	9	5	282
11.049532	44.520560	55.570092	5	3	9	183
11.127042	23.574804	34.701846	5	8	6	204
11.291777	2.327342	13.619119	9	10	5	360
11.518201	3.460027	14.978228	3	9	8	266
11.556475	7.339903	18.896378	5	10	4	73
11.568134	23.218838	34.786972	1	0	5	133
11.594002	41.123589	52.717592	6	10	2	134
11.649708	2.977891	14.627599	9	4	9	344
11.820091	8.309369	20.129460	0	8	2	266
12.017226	16.449028	28.466254	4	1	3	186
12.017923	5.014861	17.032785	5	10	10	114
12.089411	13.133154	25.222565	4	1	2	41
12.143438	1.756268	13.899707	11	7	1	385
12.168555	9.180387	21.348942	2	1	6	44
12.181323	20.089045	32.270368	0	3	4	387
12.222514	41.057054	53.279568	8	0	3	116
12.508826	0.826925	13.335751	8	11	9	216
12.547864	5.592236	18.140100	6	4	1	155
12.621010	2.288383	14.909393	1	7	1	313
12.742418	5.989949	18.732368	0	2	6	120
12.787616	7.935502	20.723117	4	1	8	253
13.144396	0.979731	14.124127	1	5	10	283
13.472597	3.522004	16.994600	2	1	1	135
13.501603	26.253313	39.754916	10	8	4	85
13.570369	8.416558	21.986927	3	2	4	247
13.606162	6.114050	19.720212	1	9	3	197
13.639687	14.004987	27.644674	3	1	7	133
13.643445	13.542615	27.186061	6	10	6	146
13.737494	0.497987	14.235481	1	8	2	237
13.807346	12.333927	26.141273	4	8	10	309
13.812631	18.278635	32.091267	7	2	4	143
13.845294	1.814474	15.659768	10	0	10	160
14.084180	15.186741	29.270921	1	5	6	115
14.111566	3.376242	17.487808	1	11	3	83
14.127219	3.659604	17.786823	8	1	8	193
14.194446	10.944055	25.138502	0	3	1	102
14.618850	1.180993	15.799843	7	4	8	29
14.646565	10.932441	25.579005	7	6	5	203
14.758080	21.879786	36.637866	7	3	8	43
14.901469	11.917520	26.818989	7	9	4	309
14.928602	5.804042	20.732644	8	6	5	76
15.058877	5.766350	20.825227	10	6	5	337
15.104729	14.485788	29.590517	10	3	1	81
15.204780	8.338862	23.543642	11	6	6	354
15.305164	0.887265	16.192428	2	5	1	143
15.381902	8.738806	24.120708	8	7	6	266
15.391365	16.865550	32.256915	2	3	6	31
15.571729	4.110804	19.682534	1	10	3	25
15.610410	26.252255	41.862666	5	0	1	72
15.631054	13.891665	29.522718	4	9	4	72
15.635217	8.534658	24.169874	1	5	9	277
15.724594	13.928920	29.653515	0	11	3	334
15.837780	0.824570	16.662350	5	6	4	386
15.839452	19.617586	35.457038	6	2	5	212
15.911215	17.231897	33.143113	11	1	1	50
15.936898	24.065206	40.002104	9	7	4	350
16.040510	1.376900	17.417410	2	7	9	336
16.059671	0.853184	16.912854	0	8	6	270
16.177092	1.489822	17.666914	1	3	3	107
16.225988	5.097907	21.323895	6	7	5	41
16.502022	5.521805	22.023827	6	9	9	49
16.516817	8.260351	24.777167	1	5	3	300
16.558530	1.303861	17.862391	2	5	10	274
16.570574	2.248945	18.819519	8	3	6	359
16.829193	16.694233	33.523427	3	2	2	18
17.039027	6.310884	23.349911	10	6	2	161
17.068859	16.499381	33.568241	5	1	6	47
17.176736	0.074541	17.251277	11	8	6	6
17.346684	8.020534	25.367218	9	10	1	94
17.427697	26.872502	44.300200	4	5	2	240
17.503125	8.726937	26.230062	1	4	1	370
17.530813	2.307924	19.838737	0	9	3	50
17.540586	12.649889	30.190474	0	10	7	94
17.768098	4.764014	22.532112	6	8	6	280
17.998775	11.037774	29.036550	4	2	8	121
18.099042	0.297581	18.396624	1	8	1	180
18.140447	10.103277	28.243724	8	2	1	329
18.183404	0.327277	18.510681	8	4	2	341
18.312850	13.656319	31.969170	1	0	1	65
18.540260	6.403897	24.944157	3	4	1	374
18.758373	1.298289	20.056663	7	9	8	238
18.909730	7.822755	26.732485	11	2	1	189
19.012461	0.691084	19.703544	4	3	3	291
19.021250	10.594826	29.616075	2	0	10	321
19.038879	55.432791	74.471670	6	10	8	17
19.267702	14.670591	33.938293	8	1	9	138
19.360952	8.527858	27.888810	10	8	5	107
19.361876	1.082929	20.444804	4	1	5	9
19.372575	12.034199	31.406774	9	11	7	301
19.481492	10.822505	30.303996	8	2	7	378
19.481999	0.503434	19.985433	9	7	2	10
19.499531	15.716572	35.216102	1	8	9	160
19.579100	7.312990	26.892090	4	6	2	178
19.696832	5.548954	25.245786	2	10	2	316
19.802376	15.520523	35.322899	10	5	6	73
19.827771	5.302960	25.130731	6	0	7	311
19.952313	6.559020	26.511333	9	5	10	51
19.979395	2.004393	21.983788	4	0	3	154
20.018759	3.876039	23.894798	6	4	10	60
20.155994	18.677748	38.833742	9	0	1	35
20.260872	2.069058	22.329930	8	7	8	150
20.450067	5.400675	25.850742	5	0	10	369
20.557249	45.130020	65.687268	3	1	5	32
20.641253	2.699729	23.340982	10	3	4	297
20.651089	24.868966	45.520055	5	8	2	120
20.696930	25.058950	45.755880	5	7	10	319
20.727746	0.957362	21.685109	7	3	6	152
20.755716	6.229734	26.985451	2	6	2	104
21.116947	6.975897	28.092844	7	3	5	0
21.166886	3.763952	24.930838	3	4	6	202
21.389492	0.484967	21.874459	6	2	9	376
21.489225	2.766573	24.255798	7	0	6	360
21.647608	1.004057	22.651665	10	7	4	23
21.717451	2.721367	24.438819	8	1	2	91
21.803467	16.491724	38.295191	8	5	3	85
21.871296	22.535882	44.407178	2	1	9	335
21.893018	0.441848	22.334866	10	8	7	126
22.021194	3.594600	25.615794	11	2	3	204
22.054152	39.415650	61.469802	4	5	8	260
22.056613	7.754529	29.811142	7	3	1	300
22.160310	9.843270	32.003580	9	0	8	103
22.179803	0.055608	22.235412	11	0	9	79
22.461912	6.634126	29.096037	7	11	9	72
22.769668	44.506083	67.275751	1	9	5	243
23.016019	4.703005	27.719024	11	8	1	133
23.062248	1.020750	24.082998	9	4	6	95
23.063805	6.197271	29.261077	2	10	1	136
23.327358	32.969581	56.296939	10	8	7	250
23.383252	4.182930	27.566181	8	5	4	357
23.723336	16.040660	39.763996	2	11	8	108
24.054709	16.036861	40.091571	0	1	5	233
24.246448	2.335074	26.581522	9	8	9	155
24.281326	5.858504	30.139830	2	0	5	351
24.329955	12.573781	36.903736	11	3	3	155
24.520428	5.285141	29.805569	6	3	5	102
24.558542	2.119650	26.678192	3	9	3	40
24.577114	34.263400	58.840514	5	10	7	145
24.658488	10.519683	35.178171	3	6	6	109
24.933617	20.058926	44.992543	11	3	4	112
25.052700	0.255664	25.308364	1	11	9	347
25.137111	3.104811	28.241922	1	3	7	11
25.147334	6.972980	32.120314	8	10	2	397
25.242787	0.698310	25.941097	8	6	9	294
25.703844	49.666080	75.369924	7	6	5	132
25.718936	2.697929	28.416865	7	1	6	369
25.791985	4.688718	30.480703	9	2	4	19
26.001846	2.408136	28.409983	7	11	6	250
26.136850	1.114299	27.251148	9	3	5	276
26.256257	2.645905	28.902162	3	2	7	350
26.377486	3.575469	29.952955	8	5	5	192
26.422035	10.063311	36.485346	5	6	3	6
26.456791	3.302205	29.758996	8	3	5	368
26.622529	4.498509	31.121038	8	5	8	152
26.788662	0.059606	26.848267	0	11	10	357
26.990457	4.552634	31.543091	6	4	8	390
27.234918	7.633250	34.868168	5	9	1	201
27.306527	1.767561	29.074088	8	7	3	373
27.376146	9.098940	36.475086	4	5	10	49
27.536241	3.469403	31.005644	5	7	8	101
27.641213	9.998096	37.639308	0	6	4	220
27.762268	0.265458	28.027726	1	5	1	242
27.921130	21.856332	49.777461	10	4	8	152
28.141862	0.162499	28.304362	11	9	8	27
28.183110	1.357716	29.540827	3	5	2	107
28.230204	15.013123	43.243327	0	4	10	303
28.240074	0.469818	28.709892	8	10	4	27
28.326415	12.413241	40.739656	6	11	6	231
28.330075	35.420518	63.750593	3	8	10	60
28.392736	20.532510	48.925246	8	5	3	232
28.470966	12.384319	40.855285	8	6	7	277
28.504729	31.822967	60.327695	10	5	7	307
28.594092	5.617915	34.212007	2	6	6	54
28.597189	20.626152	49.223342	5	8	8	131
28.600996	4.399908	33.000904	7	1	6	181
28.773931	26.558893	55.332824	8	4	5	360
28.818589	1.610819	30.429409	5	1	3	233
28.832178	28.138944	56.971122	11	3	6	309
28.906044	17.880635	46.786679	2	8	1	11
29.053008	18.711588	47.764597	11	8	3	260
29.077320	1.323013	30.400333	2	3	10	361
29.174842	9.075463	38.250305	8	11	4	244
29.183763	0.165283	29.349047	6	4	3	224
29.189070	12.772045	41.961115	7	8	7	331
29.264861	0.077676	29.342537	4	0	5	23
29.342652	0.886370	30.229022	9	7	1	272
29.444106	2.555356	31.999461	4	11	10	206
29.573602	20.804383	50.377985	7	2	3	210
29.945957	4.518908	34.464865	6	3	1	52
30.018586	7.764417	37.783003	2	5	2	332
30.057588	8.395686	38.453275	4	8	6	342
30.216154	2.554903	32.771057	11	10	2	384
30.247739	8.489751	38.737490	3	4	4	130
30.305537	10.816130	41.121667	3	5	8	351
30.313708	3.541715	33.855423	3	8	5	194
30.316276	5.423625	35.739900	9	3	4	45
30.645014	6.034691	36.679704	0	10	7	192
30.825790	26.934177	57.759967	8	0	1	160
30.944855	8.855039	39.799894	8	10	1	295
30.997441	29.613767	60.611207	5	8	7	155
31.016471	8.120090	39.136561	6	5	4	99
31.033483	6.942707	37.976190	10	1	9	11
31.062284	0.035385	31.097669	3	1	3	71
31.141963	6.556376	37.698339	7	8	8	237
31.267348	26.235482	57.502830	5	3	1	249
31.375287	2.211027	33.586314	9	4	6	175
31.408128	0.534969	31.943097	4	0	7	277
31.717938	5.221881	36.939819	10	7	5	243
31.851840	4.658467	36.510307	4	8	10	381
31.932663	19.459816	51.392479	10	8	3	95
32.027266	0.269716	32.296982	11	2	3	179
32.081670	25.275958	57.357628	11	0	3	104
32.110136	11.422601	43.532738	4	10	10	246
32.154138	23.457640	55.611777	6	3	4	32
32.295956	9.352928	41.648884	8	10	8	59
32.297406	16.710650	49.008056	5	1	7	253
32.309744	4.087864	36.397608	7	11	9	360
32.314453	4.301158	36.615611	1	0	8	289
32.318611	4.940902	37.259513	0	7	4	51
32.512032	14.056692	46.568723	10	2	4	352
32.633656	4.609110	37.242765	11	1	5	372
32.697934	2.773619	35.471553	5	9	9	389
32.708230	27.752861	60.461090	1	3	5	321
32.775882	23.860872	56.636753	6	5	7	330
32.840027	4.289343	37.129370	3	8	10	82
32.859046	10.068668	42.927714	4	1	10	330
32.915936	3.199879	36.115815	4	5	4	229
32.966770	2.308168	35.274938	3	2	5	306
33.062442	4.099846	37.162288	5	10	10	104
33.163253	3.961584	37.124837	4	11	3	91
33.167890	21.394132	54.562022	7	1	6	348
33.214828	17.276800	50.491628	3	2	9	284
33.313140	12.365760	45.678900	0	11	7	110
33.383084	32.026390	65.409474	9	0	2	395
33.577219	5.491219	39.068438	5	8	1	129
33.684717	2.810813	36.495530	6	2	10	266
33.702502	1.248814	34.951316	5	1	1	252
33.709820	3.581809	37.291629	7	2	3	115
33.812660	1.569623	35.382283	5	9	4	78
33.815347	0.967159	34.782505	8	10	3	4
33.903481	9.236482	43.139964	7	2	9	304
34.185207	4.528515	38.713722	9	10	6	144
34.270885	8.314220	42.585105	10	4	1	234
34.320015	2.123714	36.443730	6	3	1	89
34.423098	11.298115	45.721213	0	9	6	136
34.484394	2.427157	36.911550	9	3	8	319
34.563275	3.257628	37.820903	8	7	4	16
34.847088	13.538675	48.385763	8	10	3	341
34.895881	8.203850	43.099731	10	11	6	359
35.220790	4.077223	39.298012	8	7	4	291
35.456547	7.830473	43.287021	8	3	10	331
35.478337	11.841202	47.319539	2	1	8	36
35.485525	24.319210	59.804735	1	7	7	50
35.496148	8.692001	44.188149	8	2	4	101
35.497987	2.648597	38.146584	11	0	4	169
35.507907	13.731714	49.239621	0	9	9	359
35.622795	15.040380	50.663175	1	4	2	373
35.630180	2.236453	37.866633	7	10	10	15
35.668596	17.179936	52.848532	6	8	1	104
35.854948	6.253668	42.108616	1	11	2	28
35.857303	15.130677	50.987980	2	0	2	288
36.025756	2.711242	38.736998	11	3	3	65
36.058864	4.043362	40.102226	1	6	2	347
36.071439	30.725511	66.796950	11	5	2	83
36.190755	10.724040	46.914794	1	9	3	33
36.289895	14.822672	51.112567	7	9	5	267
36.499836	11.659526	48.159363	11	4	10	329
36.632666	2.285382	38.918048	9	0	4	14
36.795365	6.361786	43.157152	7	6	10	148
36.828499	16.552927	53.381426	8	9	5	45
36.848032	11.240382	48.088414	1	9	5	91
36.986908	0.060461	37.047369	8	5	1	198
37.151329	0.914661	38.065989	5	6	7	65
37.617029	4.258638	41.875667	6	0	5	107
37.670237	28.889525	66.559762	0	5	7	72
37.716761	6.756816	44.473577	3	10	7	163
37.866557	3.149522	41.016079	0	8	2	346
37.908230	4.469494	42.377724	10	11	4	201
38.175244	2.365488	40.540732	7	2	7	3
38.370728	5.467984	43.838712	0	11	4	167
38.426763	2.459459	40.886222	9	6	8	82
38.565742	18.691969	57.257711	7	6	2	302
38.706205	6.093036	44.799241	9	2	10	333
38.717089	3.282291	41.999380	0	11	6	199
38.949934	27.014468	65.964401	9	10	1	374
39.020304	3.773900	42.794204	4	6	2	84
39.195438	24.047802	63.243240	10	4	4	45
39.234011	0.443889	39.677900	8	0	4	167
39.459890	12.279754	51.739645	7	3	8	101
39.509189	6.614335	46.123524	2	8	7	266
39.510279	5.873847	45.384125	9	10	10	306
39.746069	0.369995	40.116064	8	9	10	213
39.755642	0.415339	40.170981	2	6	2	391
39.794107	4.045959	43.840066	9	5	5	263
40.093805	29.397214	69.491018	7	11	8	51
40.394599	9.614450	50.009049	10	1	7	4
40.479799	4.602511	45.082310	9	4	6	389
40.579722	9.466908	50.046630	7	2	6	387
40.639224	2.308375	42.947599	3	7	1	146
40.673926	1.804031	42.477957	11	0	8	4
40.713775	4.491306	45.205081	7	10	10	281
40.825407	19.903569	60.728976	5	0	10	335
40.964991	7.121297	48.086287	8	9	4	310
41.121810	3.522583	44.644393	11	9	3	288
41.277693	30.007775	71.285468	3	5	9	20
41.287257	16.926352	58.213610	10	3	3	186
41.355462	3.900455	45.255917	10	11	2	138
41.361390	35.790657	77.152047	11	1	1	71
41.441136	43.701849	85.142985	0	10	2	272
41.499392	5.253644	46.753035	3	8	6	358
41.718054	10.668901	52.386955	2	7	1	385
41.761273	5.202923	46.964196	2	7	2	369
41.773723	2.975279	44.749002	7	8	7	71
41.789154	0.862691	42.651845	7	4	5	217
41.932497	3.059959	44.992456	6	3	4	390
42.028788	3.167400	45.196188	4	11	1	16
42.039449	5.085600	47.125049	8	11	1	388
42.048234	2.044273	44.092508	6	4	1	321
42.168955	30.751739	72.920694	11	5	10	160
42.176510	1.085655	43.262165	3	6	2	208
42.349028	9.813855	52.162883	0	1	9	342
42.471528	5.828541	48.300070	1	9	1	317
42.480013	5.508112	47.988126	9	8	6	300
42.488879	4.652020	47.140899	1	2	9	364
42.920424	20.273404	63.193828	10	5	9	85
42.967308	3.291668	46.258976	1	9	7	58
43.013614	0.207908	43.221522	2	5	2	93
43.181171	25.022199	68.203370	8	2	6	225
43.475388	19.986381	63.461769	10	7	4	127
43.902265	3.242102	47.144367	8	5	1	302
44.042255	7.412614	51.454869	3	9	2	215
44.089457	1.155098	45.244556	11	2	10	44
44.098177	0.980838	45.079015	6	4	6	380
44.248301	18.168687	62.416988	4	7	5	242
44.330037	5.280832	49.610869	11	7	5	322
44.385240	10.838711	55.223951	11	3	8	7
44.622064	28.682288	73.304352	1	6	3	142
44.633852	2.812105	47.445957	4	9	2	136
44.701702	0.132472	44.834174	8	11	9	319
44.702844	0.244448	44.947292	4	0	4	363
44.766080	12.357583	57.123663	9	4	1	125
44.771875	25.843101	70.614976	10	8	5	35
44.784524	6.298537	51.083061	6	3	2	245
44.797027	4.701783	49.498809	6	10	9	143
44.901783	7.827665	52.729449	11	1	4	134
45.038843	19.584058	64.622901	8	7	3	355
45.126398	10.559951	55.686349	8	0	8	73
45.453871	2.652423	48.106293	10	3	4	141
45.500850	14.897909	60.398759	4	7	3	313
45.534497	1.445790	46.980288	10	0	2	395
45.737447	1.809944	47.547391	5	9	10	368
45.762756	9.485099	55.247855	9	1	9	179
46.093043	2.728373	48.821416	8	10	9	255
46.094265	12.200295	58.294561	8	6	7	273
46.444518	4.300425	50.744943	5	10	1	347
46.448930	3.249326	49.698256	4	5	5	152
46.670702	68.293194	114.963896	0	10	8	48
46.745716	0.414640	47.160356	11	5	3	215
47.241399	10.379571	57.620971	2	11	9	162
47.249065	0.394683	47.643749	5	0	4	120
47.329776	14.279928	61.609705	3	6	3	354
47.678134	2.614816	50.292950	5	7	3	387
47.752178	0.941259	48.693438	0	11	6	305
47.851441	10.454025	58.305466	8	9	8	241
47.970431	13.190142	61.160573	4	9	3	38
48.031044	11.334998	59.366042	0	3	3	137
48.129812	0.532963	48.662774	3	11	9	122
48.217594	3.485749	51.703343	7	3	2	49
48.449017	5.998178	54.447195	2	6	10	5
48.453669	3.384187	51.837856	9	6	3	129
48.486653	16.634373	65.121025	0	8	7	320
48.787052	1.405446	50.192499	2	5	7	216
49.008020	9.472123	58.480143	2	8	2	137
49.068838	44.409230	93.478067	11	10	1	302
49.165631	23.284830	72.450460	10	2	6	202
49.198118	2.512307	51.710425	6	0	1	272
49.218959	0.000819	49.219777	0	6	8	3
49.281264	39.423452	88.704717	0	7	3	246
49.324860	21.431312	70.756172	5	9	8	267
49.412484	25.191561	74.604045	6	11	4	228
49.420576	5.370046	54.790622	5	8	1	215
49.787072	13.649849	63.436921	1	3	10	198
50.215459	2.393129	52.608588	7	0	2	194
50.335245	4.980806	55.316052	3	11	9	174
50.412053	19.074940	69.486993	8	6	8	198
50.449091	1.365213	51.814304	4	1	9	55
50.617182	22.430469	73.047651	11	7	3	249
50.732615	6.861874	57.594489	1	3	7	167
50.750362	5.552925	56.303288	8	0	4	10
50.992192	3.647739	54.639931	10	0	4	180
51.165092	24.870945	76.036036	8	10	6	66
51.464266	7.290303	58.754568	10	11	9	23
51.593626	16.297752	67.891378	7	4	6	290
51.688666	19.494790	71.183457	6	2	3	288
51.742837	25.559605	77.302442	5	4	9	39
52.012738	3.615163	55.627901	5	0	4	394
52.213778	4.152289	56.366067	8	5	3	231
52.218405	9.040506	61.258911	6	3	7	106
52.221077	5.821858	58.042935	5	2	5	73
52.268312	27.007152	79.275463	10	2	1	214
52.434677	5.067739	57.502416	8	2	2	335
52.871104	6.496626	59.367730	1	2	6	99
52.887405	9.602063	62.489468	11	9	3	107
52.977578	5.187561	58.165139	4	7	9	62
53.025525	48.899812	101.925337	7	8	9	82
53.375896	1.040850	54.416746	0	3	1	397
53.560487	2.492351	56.052839	1	7	2	241
53.742706	3.895747	57.638453	3	7	7	141
53.805948	1.598435	55.404383	5	2	7	203
53.859531	3.343814	57.203345	7	4	2	106
53.891470	15.107031	68.998501	11	1	7	286
53.897273	7.400124	61.297397	6	9	8	278
54.097315	0.345435	54.442750	0	4	7	334
54.264927	40.525839	94.790766	6	0	6	358
55.082172	9.571296	64.653468	10	9	7	100
55.651659	0.607478	56.259137	11	5	10	149
55.732724	10.822531	66.555256	1	0	4	278
55.879252	4.754092	60.633345	7	10	9	193
56.168870	1.458045	57.626914	11	8	7	175
56.358347	8.293440	64.651787	9	5	8	43
56.386762	12.985764	69.372526	7	6	7	70
56.446645	11.120824	67.567469	9	1	8	57
56.460474	2.843718	59.304192	11	9	4	20
56.768497	7.441589	64.210086	10	5	10	380
56.861682	7.714622	64.576303	6	11	8	140
56.887642	12.616138	69.503780	0	6	4	94
56.999025	4.460799	61.459823	6	1	7	118
57.095292	15.981647	73.076939	4	7	4	388
57.139634	9.886514	67.026148	8	6	4	154
57.151688	0.390856	57.542544	6	10	9	8
57.263032	7.907138	65.170170	7	2	6	177
57.336493	19.798648	77.135141	8	0	3	5
57.484474	8.383444	65.867918	0	2	9	103
57.557905	1.933764	59.491668	0	7	9	337
57.749082	7.141183	64.890265	9	6	2	71
57.829357	14.144710	71.974067	9	6	6	101
57.911669	1.166520	59.078189	11	4	4	129
58.120944	16.988107	75.109051	6	11	3	377
58.172609	1.833000	60.005609	11	10	3	182
58.186998	7.637338	65.824336	0	2	7	221
58.189918	4.873427	63.063345	8	11	5	317
58.330624	2.858488	61.189112	10	5	4	373
58.427464	10.425132	68.852596	0	7	9	141
58.549231	0.381091	58.930322	3	6	6	277
58.573179	14.273072	72.846251	11	0	8	259
58.587840	7.485344	66.073184	10	0	1	60
58.589305	20.856303	79.445609	11	4	8	215
58.632474	7.354668	65.987142	6	11	9	240
58.721614	0.356615	59.078229	11	2	10	39
58.771412	1.550189	60.321600	1	10	2	306
58.828944	15.876989	74.705933	9	1	1	119
59.063450	6.772267	65.835717	8	1	1	373
59.106260	5.831800	64.938060	6	3	10	320
59.178413	3.833633	63.012046	0	2	2	387
59.331500	3.348424	62.679924	8	0	7	292
59.382008	33.780566	93.162574	1	3	10	0
59.479317	5.673419	65.152736	1	9	3	39
59.677631	21.541912	81.219543	1	2	8	254
59.976250	10.445876	70.422126	9	0	4	218
59.992158	19.549444	79.541602	1	3	10	132
60.253325	19.135851	79.389175	2	0	6	285
60.321075	31.306825	91.627899	9	4	6	237
60.350948	11.971370	72.322318	7	10	2	211
60.412407	16.367934	76.780341	0	6	6	362
60.803772	13.209857	74.013630	4	9	2	180
60.871622	9.294439	70.166061	2	7	6	241
60.911483	12.635605	73.547088	11	9	8	196
61.011832	12.579026	73.590858	7	4	1	125
61.039295	0.417681	61.456975	4	5	8	360
61.047184	7.258994	68.306178	7	1	10	367
61.060982	15.733537	76.794518	3	8	6	54
61.074683	2.783421	63.858104	5	9	10	361
61.091159	6.257652	67.348811	10	0	2	287
61.106105	5.709043	66.815148	8	9	8	25
61.208514	5.154817	66.363331	8	11	9	251
61.228589	1.299259	62.527848	2	10	9	349
61.271002	7.459396	68.730398	10	11	2	117
61.498100	5.910390	67.408490	3	4	5	252
61.562338	10.888385	72.450723	7	2	6	281
61.672467	7.972042	69.644509	0	3	10	11
61.691380	0.279293	61.970673	2	5	8	379
61.712735	0.324385	62.037120	10	7	1	325
61.716908	12.085158	73.802065	6	1	3	117
61.735412	12.295680	74.031092	0	5	1	80
61.768067	32.173553	93.941620	8	5	6	269
61.787548	20.931728	82.719277	11	1	8	310
61.796837	6.312240	68.109076	10	3	5	394
61.809692	9.832495	71.642188	9	8	8	292
